name,arity_profile,avg_arity,max_arity,min_arity,n_edges_d,n_nodes_d,n_predicates,n_rules,n_shapes,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_terminate_graph_d,terminates_graph
\rules\program-302.res,[1-5],3.027210884,5,1,157477,11260,294,42899,1632, [200-400), [0-333333),40.993816,3320.868,798.4436,958.76666,13430.734,14270.172, false
\rules\program-303.res,[1-5],2.913043478,5,1,602303,10021,276,181286,1444, [200-400), [0-333333),53.96184,9670.136,2483.2205,3570.4568,12481.334,15018.517, false
\rules\program-304.res,[1-5],2.977040816,5,1,227245,14455,392,62867,2129, [200-400), [0-333333),53.829304,3783.8992,1075.9058,1405.5385,17584.38,18714.115, false
\rules\program-305.res,[1-5],3.00308642,5,1,759719,12591,324,217623,1783, [200-400), [0-333333),60.727108,15523.332,3264.0881,4173.2617,14780.519,18105.334, false
\rules\program-306.res,[1-5],2.974431818,5,1,841010,13875,352,246837,1920, [200-400), [0-333333),64.329185,15231.488,3539.467,4848.239,15203.407,18807.203, false
\rules\program-307.res,[1-5],3.043076923,5,1,187962,12916,325,51043,1827, [200-400), [0-333333),40.821,3286.681,919.5629,1153.7465,14734.119,15694.503, false
\rules\program-308.res,[1-5],2.944664032,5,1,670728,9457,253,203263,1337, [200-400), [0-333333),49.020363,11092.8,2973.076,3905.4336,11590.677,14612.773, false
\rules\program-309.res,[1-5],3.05,5,1,622054,12643,300,176954,1718, [200-400), [0-333333),62.117096,9915.096,2451.0098,3414.286,13851.143,16364.27, false
\rules\program-30.res,[1-5],2.824561404,5,1,276676,1821,57,127423,285, [5-200), [0-333333),36.636646,4470.2266,1787.356,2556.2869,3369.096,5193.0884, false
\rules\program-310.res,[1-5],2.932432432,5,1,108986,7884,222,31085,1184, [200-400), [0-333333),27.572374,2915.3118,617.1568,750.9666,9926.865,10571.595, false
\rules\program-311.res,[1-5],2.923694779,5,1,105534,8668,249,29528,1330, [200-400), [0-333333),25.438686,2719.9724,595.318,733.7147,11452.5,12073.257, false
\rules\program-312.res,[1-5],2.947761194,5,1,442579,9986,268,130803,1433, [200-400), [0-333333),49.054787,6952.182,1938.1101,2715.9119,12188.223,14175.388, false
\rules\program-313.res,[1-5],3.033519553,5,1,366079,14712,358,101601,2011, [200-400), [0-333333),54.61501,5550.1523,1627.4998,2033.7759,16444.357,18126.473, false
\rules\program-314.res,[1-5],3.01056338,5,1,63613,8505,284,17181,1570, [200-400), [0-333333),20.325155,2540.0835,383.68658,490.6706,12937.633,13341.645, false
\rules\program-315.res,[1-5],2.968085106,5,1,830948,10871,282,250071,1519, [200-400), [0-333333),69.67528,17703.328,3619.3582,4921.8335,12694.246,16383.279, false
\rules\program-316.res,[1-5],3.03,5,1,9106,3689,300,2513,1686, [200-400), [0-333333),8.820644,2357.308,108.17344,158.65814,13656.81,13773.804, false
\rules\program-317.res,[1-5],2.943217666,5,1,640096,12511,317,189757,1717, [200-400), [0-333333),62.4938,11230.654,2647.4653,3649.1436,14093.456,16803.416, false
\rules\program-318.res,[1-5],3.017064846,5,1,546732,11455,293,153006,1615, [200-400), [0-333333),59.446907,10553.041,2060.7856,3126.0461,13250.778,15371.011, false
\rules\program-319.res,[1-5],2.95601173,5,1,1101358,12852,341,331122,1824, [200-400), [0-333333),86.305435,26009.8,5046.02,6590.2495,14696.122,19828.447, false
\rules\program-31.res,[1-5],2.988764045,5,1,628817,6994,178,197268,980, [5-200), [0-333333),54.07195,10209.978,2934.346,3848.3823,8429.578,11417.996, false
\rules\program-320.res,[1-5],3.210280374,5,1,997999,10117,214,279079,1311, [200-400), [0-333333),87.97959,21528.568,4612.0815,5723.1484,10207.961,14908.021, false
\rules\program-321.res,[1-5],2.973053892,5,1,235468,12616,334,65518,1808, [200-400), [0-333333),41.684284,4108.3643,1058.1768,1444.3909,14507.6,15607.461, false
\rules\program-322.res,[1-5],3.083086053,5,1,522276,14486,337,141614,1933, [200-400), [0-333333),67.95506,9293.093,1922.1619,2948.7803,15795.723,17785.84, false
\rules\program-323.res,[1-5],3.119617225,5,1,1064402,8983,209,315256,1206, [200-400), [0-333333),71.820114,23499.26,4854.8594,6218.1733,9497.655,14424.335, false
\rules\program-324.res,[1-5],2.955414013,5,1,1037526,12048,314,313703,1688, [200-400), [0-333333),74.510895,24363.15,4865.3794,6261.1006,13854.443,18794.334, false
\rules\program-325.res,[1-5],2.959090909,5,1,42740,6805,220,11894,1201, [200-400), [0-333333),15.922314,2525.6177,281.944,379.7554,10450.155,10748.021, false
\rules\program-326.res,[1-5],3.020833333,5,1,191008,14565,384,51920,2128, [200-400), [0-333333),47.94432,3336.578,883.6987,1164.1217,17192.54,18124.182, false
\rules\program-327.res,[1-5],3.051212938,5,1,428820,15151,371,117347,2089, [200-400), [0-333333),41.68793,7450.3657,1790.1898,2467.785,17325.912,19157.79, false
\rules\program-328.res,[1-5],2.956521739,5,1,1008656,10603,276,312502,1492, [200-400), [0-333333),81.8821,24187.123,4577.0693,5929.192,11887.118,16546.07, false
\rules\program-329.res,[1-5],3.105263158,5,1,365575,11721,266,100002,1555, [200-400), [0-333333),46.29583,6892.9663,1433.187,2097.0854,12572.47,14051.952, false
\rules\program-32.res,[1-5],3.005714286,5,1,468425,6828,175,140431,950, [5-200), [0-333333),58.28724,7315.5522,1999.1073,2898.2659,8552.961,10610.355, false
\rules\program-330.res,[1-5],3,5,1,805057,14077,336,234993,1886, [200-400), [0-333333),65.23743,16138.542,3410.658,4598.096,15133.315,18609.21, false
\rules\program-331.res,[1-5],2.985875706,5,1,164001,12693,354,45272,1914, [200-400), [0-333333),44.903057,3362.2466,862.0558,1002.5821,15591.957,16498.916, false
\rules\program-332.res,[1-5],3.059748428,5,1,748972,13711,318,212093,1812, [200-400), [0-333333),61.027813,16894.64,3157.8018,4069.076,14534.993,17753.822, false
\rules\program-333.res,[1-5],3.027989822,5,1,188542,14676,393,51523,2181, [200-400), [0-333333),38.13618,3317.5981,922.9394,1191.9846,17631.893,18592.969, false
\rules\program-334.res,[1-5],2.953051643,5,1,142149,7846,213,40517,1138, [200-400), [0-333333),32.51304,3146.42,725.88947,903.3179,9710.584,10468.986, false
\rules\program-335.res,[1-5],3.011461318,5,1,217667,13570,349,59752,1927, [200-400), [0-333333),47.21496,3632.854,1016.30255,1359.5337,15690.668,16754.186, false
\rules\program-336.res,[1-5],3.045454545,5,1,320184,11156,264,89229,1489, [200-400), [0-333333),37.67579,5927.8296,1289.7399,1853.3785,12512.456,13839.872, false
\rules\program-337.res,[1-5],3.046296296,5,1,9270,3712,324,2541,1814, [200-400), [0-333333),9.284382,2325.9475,98.87757,166.58786,14271.802,14379.964, false
\rules\program-338.res,[1-5],2.97235023,5,1,884585,9142,217,287473,1193, [200-400), [0-333333),61.665314,15765.432,4207.3667,5487.8745,10026.779,14295.812, false
\rules\program-339.res,[1-5],3.042763158,5,1,464033,12917,304,130346,1718, [200-400), [0-333333),58.808662,7855.693,1772.9573,2694.5415,14102.914,15934.68, false
\rules\program-33.res,[1-5],2.966666667,5,1,432297,4872,120,146820,667, [5-200), [0-333333),38.855022,7561.901,2131.4915,2922.1257,5950.3257,8120.672, false
\rules\program-340.res,[1-5],3.024767802,5,1,800882,12849,323,226672,1779, [200-400), [0-333333),62.856773,18506.5,3352.4775,4395.042,14975.587,18390.922, false
\rules\program-341.res,[1-5],3.102941176,5,1,198849,13822,340,52547,1963, [200-400), [0-333333),33.27832,3488.326,955.2345,1204.467,15318.893,16307.405, false
\rules\program-342.res,[1-5],3.043824701,5,1,874016,10568,251,258255,1410, [200-400), [0-333333),65.42226,15564.709,3701.4192,5061.583,11029.769,14796.61, false
\rules\program-343.res,[1-5],2.938596491,5,1,202463,8446,228,58466,1223, [200-400), [0-333333),39.76567,3946.142,992.5148,1311.6467,10639.6,11671.88, false
\rules\program-344.res,[1-5],3.110619469,5,1,283503,9478,226,76364,1299, [200-400), [0-333333),47.84879,4680.312,1148.015,1633.0809,10744.304,11940.168, false
\rules\program-345.res,[1-5],3.028481013,5,1,655309,12799,316,186032,1762, [200-400), [0-333333),62.52097,11065.787,2611.852,3726.158,14694.007,17368.379, false
\rules\program-346.res,[1-5],3.003115265,5,1,614318,12751,321,175277,1774, [200-400), [0-333333),52.118065,12385.346,2443.0735,3540.916,14635.9,17131.092, false
\rules\program-347.res,[1-5],3.004201681,5,1,705316,9315,238,211386,1304, [200-400), [0-333333),60.234566,13888.405,3080.761,4073.0361,11270.291,14411.287, false
\rules\program-348.res,[1-5],3,5,1,1084421,13841,349,316126,1920, [200-400), [0-333333),89.89698,24301.156,4679.639,6153.135,16248.306,21017.842, false
\rules\program-349.res,[1-5],2.960725076,5,1,493592,13140,331,143663,1806, [200-400), [0-333333),63.819767,9038.59,1906.2965,2902.265,14457.152,16427.27, false
\rules\program-34.res,[1-5],2.947019868,5,1,604079,5546,151,200066,814, [5-200), [0-333333),55.81893,11837.074,3188.7334,3765.586,7208.656,10453.208, false
\rules\program-350.res,[1-5],3.049079755,5,1,813302,14248,326,233538,1862, [200-400), [0-333333),65.33598,19072.184,3406.8284,4480.246,14840.41,18312.574, false
\rules\program-351.res,[1-5],3.074498567,5,1,1486912,14835,349,426081,2004, [200-400), [333333-666666),115.84709,28479.898,5740.484,7927.6333,15985.952,21842.283, false
\rules\program-352.res,[1-5],3.01171875,5,1,1279775,10323,256,395432,1433, [200-400), [333333-666666),120.61721,29164.758,6887.661,7513.4556,11816.942,18825.22, false
\rules\program-353.res,[1-5],2.933035714,5,1,1184078,8268,224,392821,1171, [200-400), [333333-666666),85.49443,22437.139,6563.8857,7328.022,10264.793,16914.174, false
\rules\program-354.res,[1-5],3.057268722,5,1,1946108,9003,227,630609,1278, [200-400), [333333-666666),117.09982,46960.438,11781.939,11804.435,10488.969,22388.008, false
\rules\program-355.res,[1-5],3.046931408,5,1,1610364,11824,277,498563,1590, [200-400), [333333-666666),101.47949,38564.695,8725.3955,9370.489,12413.187,21240.062, false
\rules\program-356.res,[1-5],3.018766756,5,1,2064235,14953,373,623748,2090, [200-400), [333333-666666),126.57252,52581.02,10506.931,11731.353,16647.64,27281.145, false
\rules\program-357.res,[1-5],3.036065574,5,1,1871239,13143,305,576465,1713, [200-400), [333333-666666),119.3114,49843.76,10729.227,10950.488,13676.342,24524.879, false
\rules\program-358.res,[1-5],2.940594059,5,1,1646417,7924,202,596294,1075, [200-400), [333333-666666),86.87761,41669.56,11053.865,10910.181,8792.478,19933.22, false
\rules\program-359.res,[1-5],3.013888889,5,1,1965441,14681,360,592540,1984, [200-400), [333333-666666),138.25401,49523.582,10419.144,11156.656,15544.193,26101.59, false
\rules\program-35.res,[1-5],2.887096774,5,1,637208,2258,62,331658,317, [5-200), [0-333333),54.008366,8522.041,5344.405,6208.819,3675.3115,9073.725, false
\rules\program-360.res,[1-5],2.944272446,5,1,2046052,12135,323,658503,1738, [200-400), [333333-666666),116.66546,45562.887,12088.319,12150.224,13873.323,26078.309, false
\rules\program-361.res,[1-5],2.918149466,5,1,1196665,10967,281,388527,1515, [200-400), [333333-666666),83.48449,29953.844,6221.6553,7232.3975,12924.623,19229.762, false
\rules\program-362.res,[1-5],2.93006993,5,1,1186402,10774,286,373798,1525, [200-400), [333333-666666),76.04035,24485.963,5813.432,7124.92,12476.192,18365.664, false
\rules\program-363.res,[1-5],2.988505747,5,1,1920901,10697,261,633551,1421, [200-400), [333333-666666),139.83444,46835.344,11876.892,11749.655,11649.467,23666.191, false
\rules\program-364.res,[1-5],3.054298643,5,1,1821590,9597,221,600199,1281, [200-400), [333333-666666),138.35844,50501.656,10952.317,11330.973,10030.09,21120.766, false
\rules\program-365.res,[1-5],2.940509915,5,1,1122795,13137,353,339519,1871, [200-400), [333333-666666),93.85804,28949.268,4964.9653,6498.91,15096.3955,20155.219, false
\rules\program-366.res,[1-5],3.035087719,5,1,1631799,14206,342,483527,1938, [200-400), [333333-666666),105.78054,46685.055,7982.337,8993.047,15080.778,23168.896, false
\rules\program-367.res,[1-5],2.960526316,5,1,1789378,11491,304,566918,1629, [200-400), [333333-666666),104.584816,43339.926,10308.958,10625.07,13219.923,23633.465, false
\rules\program-368.res,[1-5],3.073394495,5,1,1140991,9028,218,349215,1232, [200-400), [333333-666666),76.29256,23414.041,5456.79,6801.435,10471.929,16005.012, false
\rules\program-369.res,[1-5],2.945736434,5,1,1646858,9739,258,548046,1396, [200-400), [333333-666666),96.72724,35491.215,9920.093,10177.241,11207.661,21224.48, false
\rules\program-36.res,[1-5],3.064864865,5,1,312165,7719,185,89370,1060, [5-200), [0-333333),29.322435,6105.651,1306.882,1889.9027,8905.8545,10242.059, false
\rules\program-370.res,[1-5],2.904347826,5,1,1183078,7759,230,390138,1183, [200-400), [333333-666666),72.92986,29004.201,6209.4624,7194.505,10621.533,16903.926, false
\rules\program-371.res,[1-5],3.054200542,5,1,1351728,15021,369,384160,2071, [200-400), [333333-666666),116.84797,29680.57,5760.674,7388.065,16885.492,22763.014, false
\rules\program-372.res,[1-5],3.093023256,5,1,1604313,9956,215,513327,1268, [200-400), [333333-666666),127.54091,33290.785,9179.425,9793.921,10015.24,19322.207, false
\rules\program-373.res,[1-5],3.044117647,5,1,1606798,8238,204,524516,1145, [200-400), [333333-666666),117.333374,42849.547,9407.4795,10119.211,9212.605,18737.418, false
\rules\program-374.res,[1-5],3.092753623,5,1,2190624,14651,345,647524,1991, [200-400), [333333-666666),143.95876,51567.17,11582.351,12005.483,15549.373,27275.684, false
\rules\program-375.res,[1-5],2.979472141,5,1,1272478,13217,341,383020,1847, [200-400), [333333-666666),100.741776,26458.469,5865.3276,7295.8345,15331.466,21297.535, false
\rules\program-376.res,[1-5],3.114537445,5,1,1651689,10069,227,508812,1326, [200-400), [333333-666666),97.63423,48106.367,10027.882,9958.573,10631.5625,20757.078, false
\rules\program-377.res,[1-5],3.010752688,5,1,1551492,14994,372,460113,2056, [200-400), [333333-666666),106.70381,40066.918,7699.44,8624.769,16175.657,23981.8, false
\rules\program-378.res,[1-5],3.042944785,5,1,1263140,13776,326,370627,1832, [200-400), [333333-666666),89.1794,28353.447,5619.931,7089.1475,15081.5625,20790.672, false
\rules\program-379.res,[1-5],2.994444444,5,1,1884352,14483,360,579180,1983, [200-400), [333333-666666),111.17928,55546.613,10326.247,11122.387,15729.161,26166.588, false
\rules\program-37.res,[1-5],3.071428571,5,1,834662,6513,154,264360,861, [5-200), [0-333333),58.953766,15801.872,4083.6877,5340.1826,7397.2554,11539.896, false
\rules\program-380.res,[1-5],3.089795918,5,1,1239215,10712,245,370164,1437, [200-400), [333333-666666),88.8449,25423.092,5835.667,6956.4805,11260.269,17184.781, false
\rules\program-381.res,[1-5],2.954819277,5,1,1239019,12904,332,380232,1804, [200-400), [333333-666666),96.632065,33968.086,5970.24,7015.152,14555.241,20622.113, false
\rules\program-382.res,[1-5],3.048611111,5,1,2073276,12031,288,648290,1621, [200-400), [333333-666666),141.77444,56728.44,12142.213,11967.465,12864.567,25148.555, false
\rules\program-383.res,[1-5],3.026936027,5,1,2097667,12253,297,658806,1658, [200-400), [333333-666666),147.36899,54122.09,12178.697,12173.103,13403.118,25729.184, false
\rules\program-384.res,[1-5],2.947136564,5,1,1330771,8762,227,445128,1216, [200-400), [333333-666666),72.882805,25374.72,7545.2144,8134.857,9935.914,17554.012, false
\rules\program-385.res,[1-5],3.015748031,5,1,1086909,10420,254,335224,1416, [200-400), [333333-666666),78.03855,26930.447,5353.9316,6543.2637,11285.572,16717.543, false
\rules\program-386.res,[1-5],2.996763754,5,1,1652821,11636,309,504501,1684, [200-400), [333333-666666),111.90559,40665.613,8643.312,9256.849,13410.86,22166.078, false
\rules\program-387.res,[1-5],3.04664723,5,1,1279462,14237,343,370419,1936, [200-400), [333333-666666),96.451164,28090.184,5473.7075,7111.0527,15035.476,20605.635, false
\rules\program-388.res,[1-5],2.994666667,5,1,1251059,14302,375,361103,2015, [200-400), [333333-666666),116.32637,20330.361,4933.496,6787.5034,16791.44,21841.262, false
\rules\program-389.res,[1-5],3.004219409,5,1,1979237,9140,237,650698,1297, [200-400), [333333-666666),110.24478,38514.492,12310.169,12126.757,10668.334,23088.748, false
\rules\program-38.res,[1-5],3.342857143,5,1,519964,1645,35,212674,228, [5-200), [0-333333),40.086082,5723.0747,3972.4402,4247.601,2246.578,6259.1045, false
\rules\program-390.res,[1-5],3.061151079,5,1,1507568,11476,278,454681,1591, [200-400), [333333-666666),127.351425,45528.562,7930.3564,8356.716,12664.714,20722.422, false
\rules\program-391.res,[1-5],3.055384615,5,1,1288323,13346,325,373460,1835, [200-400), [333333-666666),118.64262,28330.305,5990.8276,7121.4985,15154.791,21264.262, false
\rules\program-392.res,[1-5],3.011173184,5,1,1646559,14189,358,490554,1969, [200-400), [333333-666666),127.87062,38920.1,8024.3086,9335.287,16016.747,24168.926, false
\rules\program-393.res,[1-5],3.022988506,5,1,1875442,10203,261,596285,1444, [200-400), [333333-666666),138.06516,48779.387,10955.197,11322.366,11818.254,22911.516, false
\rules\program-394.res,[1-5],3.014851485,5,1,1528485,8345,202,513348,1126, [200-400), [333333-666666),114.674416,40520.023,9429.251,9910.091,9042.559,18586.484, false
\rules\program-395.res,[1-5],2.981770833,5,1,1948739,14696,384,589847,2088, [200-400), [333333-666666),152.21045,46049.477,10041.513,11007.36,16777.367,26971.09, false
\rules\program-396.res,[1-5],3.078804348,5,1,1753688,15450,368,503483,2114, [200-400), [333333-666666),110.07767,53969.707,8653.664,9981.131,16573.918,25337.66, false
\rules\program-397.res,[1-5],2.923387097,5,1,1295466,10118,248,432968,1328, [200-400), [333333-666666),101.19915,21246.193,5948.4346,7975.301,11113.91,17163.543, false
\rules\program-398.res,[1-5],2.949704142,5,1,2051618,12952,338,653975,1816, [200-400), [333333-666666),115.510056,46024.43,12123.145,12112.857,14168.332,26406.986, false
\rules\program-399.res,[1-5],2.945619335,5,1,1432686,12245,331,439635,1751, [200-400), [333333-666666),89.99395,36429.03,6905.083,8054.527,14386.155,21381.232, false
\rules\program-39.res,[1-5],2.864197531,5,1,241853,5454,162,74449,821, [5-200), [0-333333),32.06282,4400.8867,1108.5938,1575.2815,7643.3613,8784.018, false
\rules\program-3.res,[1-5],2.818181818,5,1,194088,479,22,201987,100, [5-200), [0-333333),26.430523,3535.2432,2862.4443,3928.2021,1767.3767,4656.2515, false
\rules\program-400.res,[1-5],2.929824561,5,1,1718655,9085,228,610906,1239, [200-400), [333333-666666),101.04903,38407.79,11268.952,11289.285,9934.314,21304.316, false
\rules\program-401.res,[1-5],2.98974359,5,1,3154191,15104,390,997570,2131, [200-400), [666666-999999),155.7916,76546.14,19135.213,17862.904,24410.844,43701.848, false
\rules\program-402.res,[1-5],3.064655172,5,1,2761558,9564,232,925378,1308, [200-400), [666666-999999),145.45328,57255.727,21717.41,17000.361,11028.234,32891.098, false
\rules\program-403.res,[1-5],2.929663609,5,1,2538244,12638,327,855946,1754, [200-400), [666666-999999),138.71942,57211.67,17129.623,15435.808,15177.122,32445.465, false
\rules\program-404.res,[1-5],3.007751938,5,1,2343735,15690,387,712978,2143, [200-400), [666666-999999),153.27904,63575.035,12833.132,13126.942,16784.086,29770.496, false
\rules\program-405.res,[1-5],3.07,5,1,2327174,8868,200,812148,1161, [200-400), [666666-999999),112.06592,56401.438,17037.697,14858.268,9432.427,26582.191, false
\rules\program-406.res,[1-5],3.00286533,5,1,2202116,13941,349,687959,1936, [200-400), [666666-999999),123.3612,49964.535,12648.261,12503.208,14916.998,27688.621, false
\rules\program-407.res,[1-5],2.956937799,5,1,2077304,8137,209,755993,1112, [200-400), [666666-999999),112.36187,39556.668,14932.184,13538.591,9626.48,24671.027, false
\rules\program-408.res,[1-5],3.019230769,5,1,3000002,12442,312,973830,1733, [200-400), [666666-999999),145.25725,79137.414,21033.342,17766.152,14261.629,35440.227, false
\rules\program-409.res,[1-5],2.902208202,5,1,2425414,11807,317,834960,1667, [200-400), [666666-999999),128.2863,68022.02,16176.777,14645.25,13883.364,30188.428, false
\rules\program-40.res,[1-5],2.897435897,5,1,471664,1451,39,305595,205, [5-200), [0-333333),40.55036,5042.1484,5111.4546,5869.153,2441.8887,7593.8936, false
\rules\program-410.res,[1-5],2.991596639,5,1,2192976,10070,238,762863,1317, [200-400), [666666-999999),120.405426,50080.85,15874.581,13712.128,10429.214,26424.2, false
\rules\program-411.res,[1-5],3.026392962,5,1,3102656,13986,341,987699,1909, [200-400), [666666-999999),156.44942,85895.64,20419.486,17919.078,15545.206,36121.14, false
\rules\program-412.res,[1-5],3.082524272,5,1,2218662,9031,206,746305,1188, [200-400), [666666-999999),118.31505,48634.76,15247.282,13986.944,9696.181,25061.777, false
\rules\program-413.res,[1-5],3.032085561,5,1,3037109,15331,374,935112,2080, [200-400), [666666-999999),174.95348,85856.81,19242.396,16760.63,16871.55,36288.9, false
\rules\program-414.res,[1-5],3.032520325,5,1,2436401,15144,369,739888,2069, [200-400), [666666-999999),156.42697,59673.887,14570.678,13457.251,17284.654,32011.758, false
\rules\program-415.res,[1-5],2.997326203,5,1,3131271,14827,374,994462,2051, [200-400), [666666-999999),153.56123,85038.11,20020.012,17770.402,17061.182,37234.754, false
\rules\program-416.res,[1-5],3.024064171,5,1,2639037,15412,374,808436,2092, [200-400), [666666-999999),164.36588,65533.445,16725.438,14833.085,16629.42,33519.223, false
\rules\program-417.res,[1-5],2.940711462,5,1,2600573,9550,253,938161,1347, [200-400), [666666-999999),132.54147,61427.21,21272.182,16904.936,12274.256,33678.977, false
\rules\program-418.res,[1-5],2.956410256,5,1,2839377,14788,390,903361,2088, [200-400), [666666-999999),136.00114,80937.734,18010.166,16171.88,17131.719,35277.887, false
\rules\program-419.res,[1-5],2.983108108,5,1,2786293,11510,296,934267,1618, [200-400), [666666-999999),143.91278,75576.74,19138.795,16705.762,13969.921,33252.63, false
\rules\program-41.res,[1-5],2.883116883,5,1,637240,2444,77,292204,377, [5-200), [0-333333),49.196514,8557.923,4900.5645,5651.0024,4285.436,9235.197, false
\rules\program-420.res,[1-5],3.012987013,5,1,2328876,14917,385,699146,2104, [200-400), [666666-999999),132.96927,66843.76,12707.518,12896.7,16905.287,29745.773, false
\rules\program-421.res,[1-5],3.011494253,5,1,2524090,11148,261,867180,1485, [200-400), [666666-999999),117.55446,55060.586,17970.553,15630.588,13103.875,31191.982, false
\rules\program-422.res,[1-5],3.041958042,5,1,2820523,11922,286,919710,1605, [200-400), [666666-999999),148.71405,61323.793,19725.422,17032.533,13322.41,33196.547, false
\rules\program-423.res,[1-5],3.012987013,5,1,2232787,12707,308,717532,1738, [200-400), [666666-999999),131.2161,55912.48,14060.597,13204.881,13747.24,27939.053, false
\rules\program-424.res,[1-5],2.914835165,5,1,2552757,13531,364,844889,1923, [200-400), [666666-999999),135.13467,63703.38,16530.98,15045.403,16660.453,33326.57, false
\rules\program-425.res,[1-5],3.042056075,5,1,2366012,9090,214,821972,1202, [200-400), [666666-999999),132.35959,32120.69,12916.552,15034.765,10453.693,23502.605, false
\rules\program-426.res,[1-5],3.059322034,5,1,2372203,10048,236,788789,1347, [200-400), [666666-999999),106.70355,49559.94,15630.205,14827.389,10630.629,26367.537, false
\rules\program-427.res,[1-5],2.971608833,5,1,2225365,12397,317,720987,1722, [200-400), [666666-999999),133.64713,61157.887,13867.298,12976.793,13941.397,27942.344, false
\rules\program-428.res,[1-5],3.01826484,5,1,2371695,8000,219,804525,1191, [200-400), [666666-999999),132.67526,61639.77,17247.223,14567.837,10616.642,27996.54, false
\rules\program-429.res,[1-5],3.055776892,5,1,2367883,10375,251,767191,1414, [200-400), [666666-999999),135.89532,59523.004,15470.618,13905.183,12209.874,27816.387, false
\rules\program-42.res,[1-5],3.175824176,5,1,122510,4202,91,33931,555, [5-200), [0-333333),19.99865,3189.4028,728.2683,808.97107,4889.8774,5638.1445, false
\rules\program-430.res,[1-5],2.99469496,5,1,2560782,14522,377,793017,2050, [200-400), [666666-999999),137.84137,65527.47,14978.99,14290.617,17280.445,32397.277, false
\rules\program-431.res,[1-5],2.957198444,5,1,2047182,9959,257,699148,1389, [200-400), [666666-999999),120.58452,50263.88,14010.244,12776.164,11257.327,25388.156, false
\rules\program-432.res,[1-5],2.951298701,5,1,2344540,11605,308,775923,1650, [200-400), [666666-999999),143.74928,57265.246,15682.22,14180.25,14338.558,30164.527, false
\rules\program-433.res,[1-5],3.00877193,5,1,2497188,8945,228,867165,1253, [200-400), [666666-999999),124.56557,33930.52,14205.656,15857.293,11011.819,25342.041, false
\rules\program-434.res,[1-5],3.079812207,5,1,2079684,9602,213,698442,1254, [200-400), [666666-999999),118.6392,47974.86,14028.412,12966.199,9913.334,24060.387, false
\rules\program-435.res,[1-5],3.113702624,5,1,2424267,14710,343,710421,1988, [200-400), [666666-999999),161.30893,56264.652,14115.76,13358.243,15593.862,29870.93, false
\rules\program-436.res,[1-5],2.986111111,5,1,2414202,8449,216,873627,1198, [200-400), [666666-999999),112.3792,54558.05,17789.467,15999.762,10019.146,27920.992, false
\rules\program-437.res,[1-5],2.985454545,5,1,2846527,10266,275,964916,1491, [200-400), [666666-999999),144.6614,60939.91,20764.525,17605.19,12630.877,33540.062, false
\rules\program-438.res,[1-5],3.052197802,5,1,2849276,14860,364,868751,2057, [200-400), [666666-999999),150.97153,74116.08,17876.53,16118.35,16441.06,34468.562, false
\rules\program-439.res,[1-5],3.007117438,5,1,2702768,11916,281,914465,1565, [200-400), [666666-999999),136.00803,75442.39,18408.232,16323.617,12755.964,31300.203, false
\rules\program-43.res,[1-5],3.727272727,5,2,371367,627,11,278149,84, [5-200), [0-333333),34.177177,4295.99,6051.2046,6093.1562,1167.5713,7252.953, false
\rules\program-440.res,[1-5],3.032467532,5,1,2296838,12647,308,724903,1736, [200-400), [666666-999999),155.20409,50256.27,13790.353,13122.585,13805.054,27750.61, false
\rules\program-441.res,[1-5],3.096069869,5,1,2271828,10375,229,746595,1315, [200-400), [666666-999999),139.68112,45514.168,14951.482,13664.666,10483.625,25574.79, false
\rules\program-442.res,[1-5],2.986149584,5,1,3020626,14315,361,969319,1972, [200-400), [666666-999999),142.29254,86703.73,19435.895,17737.092,16035.754,35613.94, false
\rules\program-443.res,[1-5],3.134057971,5,1,3025671,12632,276,952165,1637, [200-400), [666666-999999),142.68716,66861.81,20419.432,17640.646,13653.241,34215.36, false
\rules\program-444.res,[1-5],2.99197861,5,1,2683476,14810,374,836595,2038, [200-400), [666666-999999),152.42688,71415.02,16466.486,15177.611,18201.262,34820.176, false
\rules\program-445.res,[1-5],2.946927374,5,1,2212834,13510,358,704476,1929, [200-400), [666666-999999),123.78306,51742.707,13015.67,12711.037,15698.963,28838.416, false
\rules\program-446.res,[1-5],3.068870523,5,1,2753667,14834,363,820338,2050, [200-400), [666666-999999),150.9657,81684.43,16013.929,15076.074,16185.704,32350.598, false
\rules\program-447.res,[1-5],3.012121212,5,1,3041196,13821,330,992263,1854, [200-400), [666666-999999),139.22652,68854.24,21251.904,17710.26,15095.318,36486.45, false
\rules\program-448.res,[1-5],3.024822695,5,1,2603126,11521,282,855939,1585, [200-400), [666666-999999),127.22862,64726.492,16425.678,15693.35,12718.605,29271.512, false
\rules\program-449.res,[1-5],3.020408163,5,1,2503679,9627,245,841890,1345, [200-400), [666666-999999),103.63273,54255.453,17453.693,15121.857,11445.469,29002.795, false
\rules\program-44.res,[1-5],2.95,5,1,541671,2664,80,214463,411, [5-200), [0-333333),38.232494,8927.601,3613.4434,4053.4502,4182.859,7834.5347, false
\rules\program-450.res,[1-5],2.953296703,5,1,3031229,13589,364,985960,1949, [200-400), [666666-999999),158.73555,72075.19,20125.605,17544.883,16130.9795,36415.32, false
