name,arity_profile,avg_arity,max_arity,min_arity,n_edges_d,n_nodes_d,n_predicates,n_rules,n_shapes,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_terminate_graph_d,terminates_graph
\arity\program-100.res,[1-5],3.090909091,5,1,348350,548,11,608757,66, [5-200), [333333-666666),24.872772,2933.9446,10216.283,11530.723,1175.4021,11416.559, false
\arity\program-101.res,[1-5],2.938888889,5,1,2344481,6749,180,932450,950, [5-200), [666666-999999),113.181755,52506.312,20206.031,16434.893,8553.086,28872.299, false
\arity\program-102.res,[1-5],3.015463918,5,1,2257237,8066,194,822934,1090, [5-200), [666666-999999),120.38106,49389.594,18093.441,14832.023,9085.169,27298.992, false
\arity\program-103.res,[1-5],2.75,5,1,573157,1088,28,731530,131, [5-200), [666666-999999),45.255,6658.502,11395.803,12626.519,1930.9469,13372.005, false
\arity\program-104.res,[1-5],3.2,5,1,1837912,5034,110,667640,658, [5-200), [666666-999999),103.85775,30332.799,14403.698,12690.13,5573.5605,20081.117, false
\arity\program-105.res,[1-5],2.88,5,1,1714196,3652,100,926771,524, [5-200), [666666-999999),99.94762,21676.533,20383.172,16108.959,5682.939,26166.059, false
\arity\program-106.res,[1-5],3.272727273,5,1,967998,1119,22,967683,146, [5-200), [666666-999999),62.024048,7586.5835,20629.53,18252.13,1955.4014,22646.953, false
\arity\program-107.res,[1-5],2.842105263,5,1,891643,1315,38,933075,190, [5-200), [666666-999999),50.712543,7908.349,17268.31,16590.908,2926.91,20245.934, false
\arity\program-108.res,[1-5],2.816091954,5,1,1209292,3190,87,688064,426, [5-200), [666666-999999),80.26811,13240.74,11997.598,12100.301,3972.8557,16050.722, false
\arity\program-109.res,[1-5],2.905405405,5,1,2016637,5270,148,868194,770, [5-200), [666666-999999),96.2136,33740.996,17880.604,15629.334,6905.954,24882.77, false
\arity\program-10.res,[1-5],3.006329114,5,1,89501,5648,158,24430,853, [5-200), [0-333333),16.188637,473.55798,473.78577,657.83765,7700.8057,8190.7803, false
\arity\program-110.res,[1-5],2.842592593,5,1,1783391,4046,108,951625,549, [5-200), [666666-999999),97.61924,27811.895,18504.977,16505.932,5773.645,24376.24, false
\arity\program-111.res,[1-5],3.055555556,5,1,2391100,5688,144,932768,823, [5-200), [666666-999999),121.83728,49029.918,21397.693,17067.691,7754.243,29273.773, false
\arity\program-112.res,[1-5],2.87755102,5,1,945993,1958,49,669233,259, [5-200), [666666-999999),50.446747,7174.1777,12079.977,12094.477,3018.4153,15148.838, false
\arity\program-113.res,[1-5],2.948717949,5,1,2359441,7318,195,904045,1048, [5-200), [666666-999999),111.44986,54879.547,19353.426,16177.518,9247.281,28712.156, false
\arity\program-114.res,[1-5],2.97972973,5,1,1867322,5688,148,741382,803, [5-200), [666666-999999),112.65648,37129.625,15254.521,13482.758,6996.4375,22363.615, false
\arity\program-115.res,[1-5],2.859504132,5,1,1693379,4134,121,810101,617, [5-200), [666666-999999),103.89856,23859.068,16814.111,14144.135,6058.3154,22976.324, false
\arity\program-116.res,[1-5],2.855263158,5,1,1938823,5809,152,883874,790, [5-200), [666666-999999),103.43148,35145.43,17562.754,15235.8955,6841.4604,24507.646, false
\arity\program-117.res,[1-5],2.860927152,5,1,1623790,4952,151,685385,759, [5-200), [666666-999999),77.07705,30660.965,12913.659,12134.389,7399.193,20389.93, false
\arity\program-118.res,[1-5],2.970588235,5,1,1035241,1335,34,947717,195, [5-200), [666666-999999),57.628487,8243.129,17534.197,17024.863,2629.5298,20221.355, false
\arity\program-119.res,[1-5],2.953642384,5,1,2054299,5695,151,847012,811, [5-200), [666666-999999),124.5831,42574.367,18014.236,15170.904,7604.8574,25743.678, false
\arity\program-11.res,[1-5],2.966101695,5,1,778319,7473,177,257277,975, [5-200), [0-333333),62.582542,12417.747,4276.152,5010.6587,8272.288,12611.022, false
\arity\program-120.res,[1-5],2.934579439,5,1,1577471,4161,107,734894,583, [5-200), [666666-999999),94.394325,18239.816,14089.115,13088.593,5786.297,19969.807, false
\arity\program-121.res,[1-5],3.058823529,5,1,1469475,2121,51,907681,290, [5-200), [666666-999999),76.7605,13228.493,18567.08,16531.627,3299.8342,21943.674, false
\arity\program-122.res,[1-5],2.882716049,5,1,1729175,5823,162,711373,832, [5-200), [666666-999999),104.21094,28139.664,13907.722,12963.179,7446.808,21458.74, false
\arity\program-123.res,[1-5],3.111940299,5,1,2504014,5736,134,970984,772, [5-200), [666666-999999),113.370155,37832.605,23410.912,17752.068,7804.2505,31328.533, false
\arity\program-124.res,[1-5],2.95049505,5,1,1827144,3373,101,885519,539, [5-200), [666666-999999),98.85119,20477.543,18823.744,15937.294,5594.509,24517.105, false
\arity\program-125.res,[1-5],2.989071038,5,1,1848508,7492,183,676861,1016, [5-200), [666666-999999),99.8493,34002.453,12996.693,12516.833,8244.0205,21340.562, false
\arity\program-126.res,[1-5],2.777777778,5,1,846296,1575,54,710019,251, [5-200), [666666-999999),56.533337,8387.195,12513.311,12589.906,3852.545,16422.389, false
\arity\program-127.res,[1-5],3.081081081,5,1,2594456,6030,148,996669,847, [5-200), [666666-999999),134.24026,43387.566,22557.275,18346.65,7989.5483,30681.064, false
\arity\program-128.res,[1-5],3.077586207,5,1,1783454,5242,116,717392,678, [5-200), [666666-999999),117.26481,25626.822,14616.488,13202.175,6011.69,20745.443, false
\arity\program-129.res,[1-5],2.955696203,5,1,1729053,6253,158,679258,857, [5-200), [666666-999999),113.732445,30746.518,13108.441,12265.546,7291.075,20513.25, false
\arity\program-12.res,[1-5],2.838709677,5,1,368096,1396,31,265804,167, [5-200), [0-333333),34.849564,1934.9852,4477.059,5136.995,1895.8027,6407.7114, false
\arity\program-130.res,[1-5],3.066666667,5,1,738423,1099,30,676212,167, [5-200), [666666-999999),48.41682,5137.655,12496.199,12503.906,2294.4998,14839.116, false
\arity\program-131.res,[1-5],2.810810811,5,1,1144862,2867,74,707820,377, [5-200), [666666-999999),73.734886,11006.4795,13139.089,12441.76,3963.8225,17176.646, false
\arity\program-132.res,[1-5],3.088,5,1,2061620,5100,125,804742,721, [5-200), [666666-999999),96.21554,36472.02,17457.684,14789.517,6080.488,23634.387, false
\arity\program-133.res,[1-5],2.830188679,5,1,1006250,1920,53,728636,272, [5-200), [666666-999999),69.34447,8506.925,13184.051,12952.946,2966.769,16220.164, false
\arity\program-134.res,[1-5],3.090425532,5,1,2215945,8074,188,757286,1094, [5-200), [666666-999999),107.747925,49346.258,16128.567,14115.364,9123.243,25359.559, false
\arity\program-135.res,[1-5],2.925373134,5,1,1197358,2352,67,713972,346, [5-200), [666666-999999),60.7042,13851.293,13924.721,12692.306,3884.1482,17869.572, false
\arity\program-136.res,[1-5],3.097560976,5,1,1783112,3627,82,817268,485, [5-200), [666666-999999),84.88464,22885.98,16898.686,14843.914,4539.6074,21523.178, false
\arity\program-137.res,[1-5],3.06,5,1,2432628,6036,150,931597,845, [5-200), [666666-999999),124.64828,47306.152,20960.934,17074.96,7417.667,28503.25, false
\arity\program-138.res,[1-5],2.852941176,5,1,1368647,2061,68,925941,333, [5-200), [666666-999999),74.56041,11659.813,19076.203,16394.713,4057.4744,23208.238, false
\arity\program-139.res,[1-5],2.958677686,5,1,2107817,4532,121,958215,650, [5-200), [666666-999999),108.5568,36901.94,20885.16,16888.246,6728.1816,27721.898, false
\arity\program-13.res,[1-5],2.905882353,5,1,634471,3074,85,273349,431, [5-200), [0-333333),60.94052,7943.801,4562.022,5221.821,4304.402,8927.364, false
\arity\program-140.res,[1-5],3.146666667,5,1,1999393,3142,75,972512,442, [5-200), [666666-999999),100.62476,22997.768,23488.281,17880.703,4994.992,28583.898, false
\arity\program-141.res,[1-5],2.788461538,5,1,1027902,1911,52,778288,267, [5-200), [666666-999999),67.31936,10410.396,12733.493,13231.791,2757.4863,15558.299, false
\arity\program-142.res,[1-5],3.333333333,5,1,1478368,2237,45,728365,291, [5-200), [666666-999999),89.936386,11641.843,17195.54,13977.36,2945.7852,20231.26, false
\arity\program-143.res,[1-5],2.830188679,5,1,995005,1417,53,839526,246, [5-200), [666666-999999),58.27104,6893.6436,13003.533,14947.002,3110.35,16172.154, false
\arity\program-144.res,[1-5],3.306666667,5,1,1964098,3791,75,791406,474, [5-200), [666666-999999),115.16676,26493.318,19936.262,15032.057,4480.382,24531.809, false
\arity\program-145.res,[1-5],3.038709677,5,1,2308147,6946,155,906494,899, [5-200), [666666-999999),109.018684,41663.77,20378.58,16494.168,7983.6113,28471.21, false
\arity\program-146.res,[1-5],3.127659574,5,1,1561406,2353,47,959812,285, [5-200), [666666-999999),104.20027,14804.007,21234.19,17936.926,3374.3735,24712.764, false
\arity\program-147.res,[1-5],2.825396825,5,1,1289809,2382,63,917746,336, [5-200), [666666-999999),69.533585,10976.186,17810.936,15958.14,4609.926,22490.395, false
\arity\program-148.res,[1-5],3.136363636,5,1,1271689,1920,44,771960,259, [5-200), [666666-999999),71.692,9497.749,16448.504,14392.613,2994.5935,19514.79, false
\arity\program-149.res,[1-5],3.041958042,5,1,2378918,5432,143,942043,787, [5-200), [666666-999999),122.763,46701.945,21484.621,17049.318,7247.5957,28854.98, false
\arity\program-14.res,[1-5],3.054794521,5,1,477508,3145,73,180138,416, [5-200), [0-333333),35.41519,4684.6836,2881.3079,3608.061,4157.7227,7074.446, false
\arity\program-150.res,[1-5],3.107913669,5,1,2376756,6135,139,903077,831, [5-200), [666666-999999),138.34642,41899.816,20095.877,16575.6,7429.777,27664, false
\arity\program-151.res,[1-5],2.881188119,5,1,575221,6765,202,184888,1039, [200-400), [0-333333),51.043633,8860.092,3036.2783,3511.0967,9064.01,12151.332, false
\arity\program-152.res,[1-5],2.938416422,5,1,677063,13044,341,199087,1799, [200-400), [0-333333),62.192463,13098.359,3193.0435,3852.6152,15674.465,18929.701, false
\arity\program-153.res,[1-5],2.9408867,5,1,254293,7343,203,74046,1073, [200-400), [0-333333),23.916897,2458.3381,1104.4509,1547.07,9532.238,10660.606, false
\arity\program-154.res,[1-5],3.029239766,5,1,281830,14036,342,77552,1923, [200-400), [0-333333),28.025124,2426.0078,1245.2606,1667.6573,15309.698,16582.984, false
\arity\program-155.res,[1-5],2.98630137,5,1,309756,8793,219,89116,1192, [200-400), [0-333333),36.0707,5659.447,1373.1509,1858.6959,10352.69,11761.912, false
\arity\program-156.res,[1-5],2.982378855,5,1,67218,7666,227,18451,1238, [200-400), [0-333333),25.317478,2599.604,394.41367,495.59534,10446.208,10865.939, false
\arity\program-157.res,[1-5],2.983606557,5,1,977062,9509,244,301734,1328, [200-400), [0-333333),67.75229,18322.357,4561.6655,5945.617,11097.679,15727.097, false
\arity\program-158.res,[1-5],2.965789474,5,1,312529,13846,380,86510,2042, [200-400), [0-333333),29.91778,2706.6873,1302.9722,1786.4642,18095.297,19428.188, false
\arity\program-159.res,[1-5],2.913738019,5,1,571894,11826,313,170018,1659, [200-400), [0-333333),72.83436,9865.363,2265.1257,3341.6646,14367.974,16705.934, false
\arity\program-15.res,[1-5],2.25,4,1,15391,93,8,78914,25, [5-200), [0-333333),3.628376,198.44579,1242.7036,1542.8232,1022.2017,2268.5337, false
\arity\program-160.res,[1-5],3.002604167,5,1,679163,15248,384,191391,2121, [200-400), [0-333333),60.97192,12746.868,2760.3389,3720.379,16656.12,19477.43, false
\arity\program-161.res,[1-5],2.995726496,5,1,699402,9425,234,211013,1300, [200-400), [0-333333),67.18412,14995.867,3231.2856,3968.8047,10780.008,14078.478, false
\arity\program-162.res,[1-5],2.884773663,5,1,968560,8766,243,319641,1258, [200-400), [0-333333),91.906815,17582.361,5159.593,6122.204,10759.889,16011.389, false
\arity\program-163.res,[1-5],2.986376022,5,1,387473,13896,367,108054,1997, [200-400), [0-333333),30.343563,3153.3545,1695.1217,2213.8687,16540.725,18266.19, false
\arity\program-164.res,[1-5],3.013888889,5,1,473156,11510,288,134621,1602, [200-400), [0-333333),65.88302,7370.211,1945.606,2860.2942,13467.456,15478.945, false
\arity\program-165.res,[1-5],2.973782772,5,1,631648,10222,267,188205,1470, [200-400), [0-333333),71.95031,12910.416,2737.2083,3653.967,12569.49,15378.648, false
\arity\program-166.res,[1-5],3.014204545,5,1,404455,13957,352,111245,1937, [200-400), [0-333333),71.316536,6202.2266,1622.9248,2288.4583,15787.7,17481.941, false
\arity\program-167.res,[1-5],2.990936556,5,1,218220,12398,331,60243,1804, [200-400), [0-333333),36.10722,1425.7892,969.5175,1347.8396,15060.724,16066.349, false
\arity\program-168.res,[1-5],3.063013699,5,1,407346,15078,365,111485,2088, [200-400), [0-333333),50.002045,7157.0796,1745.5995,2266.3884,16895.42,18691.021, false
\arity\program-169.res,[1-5],2.97311828,5,1,695823,14083,372,199743,2007, [200-400), [0-333333),52.49268,14107.232,2940.6553,3869.0854,16747.367,19740.516, false
\arity\program-16.res,[1-5],3.163265306,5,1,213878,8515,196,55972,1163, [5-200), [0-333333),30.540104,1889.3535,1026.2522,1287.4778,9700.877,10757.669, false
\arity\program-170.res,[1-5],3.028350515,5,1,784285,15846,388,220621,2180, [200-400), [0-333333),85.517235,14279.829,3370.5332,4310.083,17236.873,20692.924, false
\arity\program-171.res,[1-5],3.077669903,5,1,44503,8724,309,11707,1777, [200-400), [0-333333),20.935347,2418.77,303.79294,380.9271,14692.486,15017.215, false
\arity\program-172.res,[1-5],2.988571429,5,1,350501,13567,350,97886,1907, [200-400), [0-333333),29.271955,3450.247,1407.4286,1989.7169,16077.243,17513.943, false
\arity\program-173.res,[1-5],3.113879004,5,1,1062619,12261,281,301026,1635, [200-400), [0-333333),77.74386,18487.184,4486.1484,6204.3286,13145.29,17709.182, false
\arity\program-174.res,[1-5],2.962085308,5,1,170977,8488,211,49539,1167, [200-400), [0-333333),23.44568,1244.8535,815.5925,1072.8899,13898.512,14737.55, false
\arity\program-175.res,[1-5],2.95177665,5,1,952990,15191,394,282463,2137, [200-400), [0-333333),85.21011,21711.875,3983.6345,5604.834,16721.164,20790.008, false
\arity\program-176.res,[1-5],3.070336391,5,1,77143,10930,327,20420,1864, [200-400), [0-333333),30.24704,2523.0547,460.0321,594.1856,14574.664,15064.943, false
\arity\program-177.res,[1-5],3.032,5,1,448712,10444,250,127459,1406, [200-400), [0-333333),37.426422,6140.5493,1836.1603,2694.4045,11644.138,13517.725, false
\arity\program-178.res,[1-5],2.987603306,5,1,847429,9648,242,258732,1325, [200-400), [0-333333),76.02275,16055.296,3893.255,5083.9346,10935.468,14904.745, false
\arity\program-179.res,[1-5],2.990147783,5,1,426945,8003,203,125774,1109, [200-400), [0-333333),38.84448,4856.0293,1974.1554,2647.7854,10660.4,12673.4, false
\arity\program-17.res,[1-5],3.056338028,5,1,701919,5707,142,222174,807, [5-200), [0-333333),54.719334,9366.418,3522.2192,4293.7114,6868.822,10445.76, false
\arity\program-180.res,[1-5],3.072815534,5,1,963893,8823,206,294416,1182, [200-400), [0-333333),56.68641,22009.818,4483.169,5899.1733,9194.733,13734.589, false
\arity\program-181.res,[1-5],2.98125,5,1,440379,12594,320,125532,1768, [200-400), [0-333333),40.149223,7380.1846,1688.7556,2551.357,14517.992,16246.896, false
\arity\program-182.res,[1-5],2.902985075,5,1,963727,9887,268,309387,1410, [200-400), [0-333333),61.133312,17773.262,4709.7935,5948.9443,11872.778,16643.705, false
\arity\program-183.res,[1-5],3.028571429,5,1,850189,14401,350,242688,1951, [200-400), [0-333333),70.73804,15523.595,3491.0864,4786.921,15217.3955,18779.22, false
\arity\program-184.res,[1-5],2.988795518,5,1,608615,14306,357,173862,1967, [200-400), [0-333333),48.822384,9701.48,2368.5042,3416.2214,16104.366,18521.693, false
\arity\program-185.res,[1-5],2.987704918,5,1,466004,9519,244,136371,1320, [200-400), [0-333333),36.50846,9157.609,2081.3433,2800.9739,11369.391,13487.242, false
\arity\program-186.res,[1-5],2.982248521,5,1,63753,9921,338,17655,1843, [200-400), [0-333333),14.988886,191.04916,372.69003,504.91046,15115.576,15503.255, false
\arity\program-187.res,[1-5],3.041436464,5,1,1141508,14341,362,323829,2018, [200-400), [0-333333),90.9412,22315.271,4949.233,6178.625,16626.293,21666.467, false
\arity\program-188.res,[1-5],3.003039514,5,1,965420,13319,329,281544,1819, [200-400), [0-333333),74.41574,17559.465,4114.965,5530.141,14543.987,18733.367, false
\arity\program-189.res,[1-5],2.946428571,5,1,494578,10127,280,145124,1499, [200-400), [0-333333),57.754353,8672.204,1979.8932,3026.4724,12937.284,14974.932, false
\arity\program-18.res,[1-5],3.061728395,5,1,649121,3671,81,253496,475, [5-200), [0-333333),59.445312,5146.897,3860.6926,5055.379,4718.635,8638.772, false
\arity\program-190.res,[1-5],2.969178082,5,1,161251,10277,292,45117,1569, [200-400), [0-333333),25.321184,970.4738,784.62305,987.70905,12984.342,13794.286, false
\arity\program-191.res,[1-5],2.976303318,5,1,215181,8171,211,61737,1161, [200-400), [0-333333),24.679493,1415.4757,1085.9536,1392.8982,9958.69,11069.323, false
\arity\program-192.res,[1-5],3,5,1,1019060,14216,364,294669,2001, [200-400), [0-333333),82.4321,24878.986,4176.547,5873.556,15819.645,20078.623, false
\arity\program-193.res,[1-5],3.046511628,5,1,747309,15599,387,207077,2174, [200-400), [0-333333),90.18361,12459.548,3115.9932,4042.155,17754.18,20960.355, false
\arity\program-194.res,[1-5],2.992327366,5,1,33727,8479,391,9429,2180, [200-400), [0-333333),9.184567,82.19672,255.95526,333.684,23513.5,23778.64, false
\arity\program-195.res,[1-5],2.964735516,5,1,1067674,14804,397,309778,2137, [200-400), [0-333333),84.45994,19952.408,4553.67,6009.5205,17268.611,21906.742, false
\arity\program-196.res,[1-5],3.109452736,5,1,153740,7440,201,40099,1116, [200-400), [0-333333),23.236671,3332.2507,707.02356,934.8398,11292.514,12022.773, false
\arity\program-197.res,[1-5],3.008522727,5,1,862153,14418,352,249794,1957, [200-400), [0-333333),74.10291,16435.83,3553.9355,4861.7417,15630.046,19258.084, false
\arity\program-198.res,[1-5],2.932384342,5,1,364212,10422,281,106643,1484, [200-400), [0-333333),32.400517,3315.907,1498.681,2169.754,12721.213,14252.295, false
\arity\program-199.res,[1-5],2.937777778,5,1,929868,8464,225,298115,1199, [200-400), [0-333333),76.1055,16083.677,4579.38,5975.4595,10359.704,15015.189, false
\arity\program-19.res,[1-5],3.157024793,5,1,941789,5848,121,315386,732, [5-200), [0-333333),68.84122,16445.688,5275.7803,6413.8667,6069.4414,11414.0625, false
\arity\program-1.res,[1-5],3.129032258,5,1,150714,6937,155,41369,925, [5-200), [0-333333),24.461428,1133.1781,770.4781,968.5091,7749.3677,8544.308, false
\arity\program-200.res,[1-5],3.06122449,5,1,899597,10439,245,267370,1399, [200-400), [0-333333),56.215466,19959.314,3898.2278,5268.0874,11033.007,14987.45, false
\arity\program-201.res,[1-5],3.073170732,5,1,1984417,15700,369,579665,2116, [200-400), [333333-666666),126.857635,46015.848,9804.5,10738.725,16188.4,26119.758, false
\arity\program-202.res,[1-5],3.041237113,5,1,1814709,11614,291,553847,1632, [200-400), [333333-666666),127.02449,54125.78,9844.808,10674.396,12893.16,22864.992, false
\arity\program-203.res,[1-5],2.988888889,5,1,1744235,14068,360,527542,1967, [200-400), [333333-666666),136.54294,53586.344,8737.368,10132.048,15824.678,24698.59, false
\arity\program-204.res,[1-5],3.06,5,1,1782921,8209,200,588682,1128, [200-400), [333333-666666),111.39198,38555.82,11387.808,11364.428,9277.771,20776.97, false
\arity\program-205.res,[1-5],3.017241379,5,1,1404843,9701,232,452565,1293, [200-400), [333333-666666),95.66938,27148.89,7504.139,8406.152,10846.688,18446.496, false
\arity\program-206.res,[1-5],2.963302752,5,1,1964576,13039,327,632046,1801, [200-400), [333333-666666),148.63011,44859.348,11142.35,11720.255,14423.355,25714.336, false
\arity\program-207.res,[1-5],3.01,5,1,2056154,12308,300,654246,1675, [200-400), [333333-666666),125.10269,56274.777,12427.33,12011.299,13572.577,26125.01, false
\arity\program-208.res,[1-5],2.964285714,5,1,1156527,12883,336,348302,1818, [200-400), [333333-666666),95.27343,29820.176,5375.387,6499.285,14307.117,19777.777, false
\arity\program-209.res,[1-5],2.983425414,5,1,1910546,14664,362,589993,2000, [200-400), [333333-666666),133.38712,46118.145,10673.301,11211.885,15730.549,26537.236, false
\arity\program-20.res,[1-5],2.885135135,5,1,739095,5246,148,265989,757, [5-200), [0-333333),63.953934,11981.794,4254.4287,5085.3677,6621.0034,10939.387, false
\arity\program-210.res,[1-5],2.939393939,5,1,1712634,11665,297,559806,1595, [200-400), [333333-666666),124.39576,52693.2,9732.193,10669.162,12743.595,22600.184, false
\arity\program-211.res,[1-5],2.985294118,5,1,1954730,13094,340,605194,1867, [200-400), [333333-666666),149.19908,43047.15,10463.485,11323.614,14863.142,25475.826, false
\arity\program-212.res,[1-5],2.977272727,5,1,1817631,11459,308,563464,1638, [200-400), [333333-666666),105.211426,45792.414,10837.971,10800.196,13758.618,24701.8, false
\arity\program-213.res,[1-5],3.102941176,5,1,1507441,9002,204,476010,1210, [200-400), [333333-666666),123.43728,35735.03,8260.566,9211.171,9241.564,17625.568, false
\arity\program-214.res,[1-5],2.893617021,5,1,1269919,8938,235,437715,1229, [200-400), [333333-666666),107.16081,22836.92,7634.235,8027.495,10987.127,18728.523, false
\arity\program-215.res,[1-5],2.99469496,5,1,2033423,14514,377,613475,2055, [200-400), [333333-666666),112.22003,57429.47,10450.179,11384.457,16527.088,27089.486, false
\arity\program-216.res,[1-5],3.075862069,5,1,1780528,11502,290,524558,1630, [200-400), [333333-666666),115.57466,43047.47,9295.353,10188.73,13376.479,22787.406, false
\arity\program-217.res,[1-5],2.935622318,5,1,1870595,9000,233,656595,1233, [200-400), [333333-666666),106.16786,39746.16,12088.18,12119.858,10378.489,22572.836, false
\arity\program-218.res,[1-5],2.940199336,5,1,1928954,11103,301,628218,1603, [200-400), [333333-666666),110.74983,52208.715,11147.536,11558.728,12941.178,24199.465, false
\arity\program-219.res,[1-5],2.992907801,5,1,1338625,11249,282,419085,1561, [200-400), [333333-666666),86.89267,34860.79,6430.452,7863.268,11922.505,18439.85, false
\arity\program-21.res,[1-5],3.089430894,5,1,809049,4876,123,266783,699, [5-200), [0-333333),54.559566,13941.262,4201.1924,5385.3594,6137.1665,10392.918, false
\arity\program-220.res,[1-5],2.957792208,5,1,1540083,11731,308,482470,1659, [200-400), [333333-666666),121.67938,36198.926,8023.271,8989.725,13596.249,21741.2, false
\arity\program-221.res,[1-5],2.914893617,5,1,1117830,11926,329,343136,1730, [200-400), [333333-666666),78.11357,19567.604,5153.4766,6478.0435,15401.167,20632.758, false
\arity\program-222.res,[1-5],3.021212121,5,1,1258897,13837,330,376487,1848, [200-400), [333333-666666),96.09494,26734.795,5380.815,7190.5674,15015.661,20492.57, false
\arity\program-223.res,[1-5],2.957142857,5,1,1456904,10282,280,459306,1479, [200-400), [333333-666666),102.62275,31320.287,7409.537,8616.838,12676.807,20188.967, false
\arity\program-224.res,[1-5],2.925438596,5,1,1756512,8264,228,612226,1191, [200-400), [333333-666666),136.97809,44531.594,11324.514,11441.753,9823.796,21285.29, false
\arity\program-225.res,[1-5],3.064,5,1,2108471,15010,375,610802,2105, [200-400), [333333-666666),126.97547,54033.684,10578.681,11435.097,16898.13,27603.787, false
\arity\program-226.res,[1-5],3.055865922,5,1,1285463,15080,358,369193,2024, [200-400), [333333-666666),131.08423,32633.967,5517.475,7089.1113,16353.386,22001.945, false
\arity\program-227.res,[1-5],3.109660574,5,1,1441874,15941,383,396071,2199, [200-400), [333333-666666),111.72822,34124.746,6305.9473,7557.868,17705.13,24122.807, false
\arity\program-228.res,[1-5],3.016806723,5,1,1281426,9525,238,402985,1305, [200-400), [333333-666666),100.58902,33840.195,6507.2656,7588.4014,11168.808,17776.662, false
\arity\program-229.res,[1-5],3.010025063,5,1,1393676,16253,399,407971,2221, [200-400), [333333-666666),89.071686,33515.855,6294.2104,7870.358,19041.508,25424.79, false
\arity\program-22.res,[1-5],2.916666667,5,1,636207,5825,180,201458,922, [5-200), [0-333333),50.039585,11503.968,3582.7495,3795.9753,8627.709,12260.498, false
\arity\program-230.res,[1-5],2.943661972,5,1,1198456,13485,355,361556,1895, [200-400), [333333-666666),96.13979,22348.723,5892.1694,6888.798,15379.16,21367.469, false
\arity\program-231.res,[1-5],2.973451327,5,1,1165960,13123,339,347612,1827, [200-400), [333333-666666),111.7215,24392.121,5117.91,6571.6445,15422.732,20652.363, false
\arity\program-232.res,[1-5],2.892682927,5,1,1044634,7294,205,356932,1036, [200-400), [333333-666666),74.415344,23917.213,5934.802,6694.222,8679.927,14689.145, false
\arity\program-233.res,[1-5],3.008264463,5,1,1226854,9476,242,379315,1354, [200-400), [333333-666666),113.23047,32489.33,6134.632,7052.9624,11249.716,17497.578, false
\arity\program-234.res,[1-5],2.965250965,5,1,1541925,10145,259,505408,1400, [200-400), [333333-666666),93.681755,32176.984,8548.236,9338.205,11745.7295,20387.648, false
\arity\program-235.res,[1-5],2.970350404,5,1,1364053,14456,371,412018,2009, [200-400), [333333-666666),84.576935,33379.56,6375.6665,7567.5767,16197.751,22657.994, false
\arity\program-236.res,[1-5],3.033444816,5,1,1938277,11899,299,593916,1657, [200-400), [333333-666666),113.02351,47280.656,10694.542,11162.14,14272.128,25079.693, false
\arity\program-237.res,[1-5],2.929906542,5,1,1200816,7896,214,403957,1135, [200-400), [333333-666666),105.228325,30000.033,7039.918,7518.119,10091.851,17236.996, false
\arity\program-238.res,[1-5],2.956521739,5,1,1678810,10503,276,541663,1488, [200-400), [333333-666666),122.72893,35839.1,9641.764,10067.325,12258.228,22022.719, false
\arity\program-239.res,[1-5],2.99689441,5,1,1303099,12971,322,392744,1775, [200-400), [333333-666666),81.27302,28646.137,6093.721,7454.739,14426.841,20601.836, false
\arity\program-23.res,[1-5],2.924050633,5,1,268157,2976,79,99278,427, [5-200), [0-333333),39.525894,4268.1553,1493.73,1937.5908,4105.5225,5638.7783, false
\arity\program-240.res,[1-5],3.023178808,5,1,1841773,11836,302,566278,1682, [200-400), [333333-666666),106.70031,52157.426,9571.931,10727.929,13387.875,23066.506, false
\arity\program-241.res,[1-5],3.044334975,5,1,1169812,8146,203,367515,1146, [200-400), [333333-666666),71.47474,14785.494,5099.9307,7127.1694,9893.585,15064.99, false
\arity\program-242.res,[1-5],3.013927577,5,1,1188423,14592,359,348281,2001, [200-400), [333333-666666),101.79176,28792.371,5463.1616,6750.842,15966.456,21531.41, false
\arity\program-243.res,[1-5],2.976095618,5,1,1668269,9812,251,550050,1358, [200-400), [333333-666666),109.66603,35682.734,10031.89,10383.844,11239.239,21380.795, false
\arity\program-244.res,[1-5],2.967005076,5,1,2111917,15359,394,651512,2139, [200-400), [333333-666666),132.90964,57553.04,11067.599,12041.796,17005.512,28206.02, false
\arity\program-245.res,[1-5],2.913857678,5,1,1802229,10157,267,623211,1400, [200-400), [333333-666666),100.9541,49928.074,11129.832,11591.585,12336.822,23567.61, false
\arity\program-246.res,[1-5],3.101045296,5,1,2122766,12472,287,643047,1679, [200-400), [333333-666666),139.81068,45579.29,11666.379,12236.48,13384.441,25190.63, false
\arity\program-247.res,[1-5],2.994350282,5,1,1855037,14169,354,567666,1940, [200-400), [333333-666666),126.7018,52448.273,9739.89,10674.966,15430.38,25296.973, false
\arity\program-248.res,[1-5],3.037558685,5,1,1533871,8582,213,490011,1195, [200-400), [333333-666666),107.81949,30569.62,8807.8955,9338.349,9452.1875,18367.902, false
\arity\program-249.res,[1-5],3.029850746,5,1,1971396,10857,268,625098,1500, [200-400), [333333-666666),139.8614,42337.477,11772.625,11703.534,12222.224,24134.71, false
\arity\program-24.res,[1-5],3.108695652,5,1,742914,8152,184,222172,1081, [5-200), [0-333333),63.471058,12073.324,3389.0146,4448.362,8701.261,12153.746, false
