name,arity_profile,avg_arity,max_arity,min_arity,n_predicates,n_rules,predicate_profile,rule_profile,t_component,t_graph,t_parse,t_terminate,terminates
synthetic-at-arity/program-427-r.res,[1-10],5.538461538,10,1,286,26310, [200-400), [0-333333),35.851994,183.74329,885.6731,219.8961, false
synthetic-at-arity/program-356-r.res,[1-20],10.69230769,20,1,26,572819, [5-200), [666666-999999),22.071344,6689.3936,27996.777,6711.7363, false
synthetic-at-predicate/program-95-r.res,[1-5],3.016483516,5,1,546,50774, [400-600], [0-333333),32.25407,232.64215,1117.9716,265.19507, false
synthetic-at-arity/program-302-r.res,[1-10],5.461538462,10,1,52,659776, [5-200), [666666-999999),23.439037,3662.919,19569.045,3686.6384, false
synthetic-at-arity/program-14-r.res,[1-5],3.219858156,5,1,141,67742, [5-200), [0-333333),29.118729,251.84813,1559.6539,281.2619, false
synthetic-at-arity/program-165-r.res,[1-10],6.085106383,10,1,47,352608, [5-200), [333333-666666),25.650394,2434.5334,11570.961,2460.462, false
synthetic-at-rules/program-118-r.res,[1-10],5.466666667,10,1,60,100077, [5-200), [100000-200000),31.764671,698.172,3218.723,730.3066, false
synthetic-at-predicate/program-19-r.res,[1-5],2.734375,5,1,128,122726, [5-200), [0-333333),72.1587,374.61984,2642.0405,447.047, false
synthetic-at-predicate/program-405-r.res,[1-10],5.273239437,10,1,355,29411, [200-400), [0-333333),47.43048,229.48285,937.7602,277.23987, false
synthetic-at-rules/program-12-r.res,[1-5],3.105691057,5,1,123,91368, [5-200), [100000-200000),45.169292,438.39246,2057.1663,483.87558, false
synthetic-at-rules/program-706-r.res,[1-10],5.423868313,10,1,486,27988, [400-600], [0-100000),43.98091,227.16473,940.76794,271.46823, false
synthetic-at-rules/program-36-r.res,[1-5],2.927272727,5,1,110,167656, [5-200), [300000-400000),40.570717,539.4941,3580.1304,580.3655, false
synthetic-at-predicate/program-46-r.res,[1-5],3.068877551,5,1,392,53392, [200-400), [0-333333),35.928738,190.14467,1212.4833,226.37952, false
synthetic-at-predicate/program-75-r.res,[1-5],2.900684932,5,1,292,59130, [200-400), [0-333333),37.945766,193.0678,1313.455,231.3019, false
synthetic-at-rules/program-177-r.res,[1-10],6.020833333,10,1,48,527749, [5-200), [700000-800000),23.295097,3464.915,17534.312,3488.4849, false
synthetic-at-predicate/program-723-r.res,[1-20],9.03125,20,1,32,252902, [5-200), [0-333333),23.945253,2591.2034,11552.576,2615.424, false
synthetic-at-predicate/program-610-r.res,[1-10],5.471698113,10,1,53,553395, [5-200), [666666-999999),41.595695,3454.5613,17058.266,3496.4255, false
synthetic-at-predicate/program-65-r.res,[1-5],2.952830189,5,1,212,63389, [200-400), [0-333333),40.613804,197.33202,1452.5084,238.2498, false
synthetic-at-rules/program-183-r.res,[1-10],5.087719298,10,1,57,545763, [5-200), [800000-900000),26.28454,2926.75,15950.126,2953.321, false
synthetic-at-rules/program-304-r.res,[1-5],3.202290076,5,1,262,54967, [200-400), [0-100000),43.20209,185.6744,1337.1923,229.17831, false
synthetic-at-rules/program-106-r.res,[1-10],5.591836735,10,1,98,37679, [5-200), [0-100000),32.70932,234.8125,1321.1266,267.84106, false
synthetic-at-predicate/program-273-r.res,[1-5],2.951456311,5,1,103,293335, [5-200), [666666-999999),27.592987,998.90173,6467.7764,1026.7751, false
synthetic-at-arity/program-263-r.res,[1-5],2.895238095,5,1,105,317682, [5-200), [666666-999999),32.446716,1304.4427,6816.4194,1337.1887, false
synthetic-at-predicate/program-91-r.res,[1-5],3.020304569,5,1,591,56198, [400-600], [0-333333),36.81663,233.32768,1280.4668,270.44873, false
synthetic-at-predicate/program-380-r.res,[1-10],5.647887324,10,1,71,57867, [5-200), [0-333333),46.16149,526.55066,1921.0406,573.0001, false
synthetic-at-predicate/program-494-r.res,[1-10],5.454545455,10,1,55,338823, [5-200), [333333-666666),26.52878,1902.2561,10446.496,1929.0615, false
synthetic-at-rules/program-602-r.res,[1-5],3.032679739,5,1,459,57209, [400-600], [0-100000),40.495907,200.13019,1321.3138,240.92534, false
synthetic-at-rules/program-206-r.res,[1-20],12.13793103,20,1,29,30064, [5-200), [0-100000),28.737473,595.18945,1817.7788,624.2086, false
synthetic-at-predicate/program-249-r.res,[1-5],3.175257732,5,1,97,357102, [5-200), [666666-999999),26.609104,1748.3893,8117.556,1775.2609, false
synthetic-at-rules/program-42-r.res,[1-5],3.224489796,5,1,98,263212, [5-200), [400000-500000),26.555742,965.03845,5977.0415,991.86444, false
synthetic-at-predicate/program-160-r.res,[1-5],3.027272727,5,1,110,194244, [5-200), [333333-666666),44.68532,904.25024,4267.481,949.2601, false
synthetic-at-rules/program-701-r.res,[1-10],5.460636516,10,1,597,30428, [400-600], [0-100000),37.2014,275.14655,1011.3198,312.64447, false
synthetic-at-arity/program-142-r.res,[1-5],2.926605505,5,1,109,267655, [5-200), [333333-666666),30.782198,973.7134,5927.064,1004.79517, false
synthetic-at-arity/program-130-r.res,[1-5],2.824561404,5,1,114,256633, [5-200), [333333-666666),40.586575,842.4376,5600.1753,883.3236, false
synthetic-at-rules/program-406-r.res,[1-10],5.348837209,10,1,215,33776, [200-400), [0-100000),34.599648,259.74713,1134.0891,294.64618, false
synthetic-at-arity/program-293-r.res,[1-10],5.545454545,10,1,55,608561, [5-200), [666666-999999),26.113176,3797.3005,18643.635,3823.6912, false
synthetic-at-arity/program-96-r.res,[1-20],8.527777778,17,1,36,186060, [5-200), [0-333333),25.723368,1713.1604,8622.651,1739.157, false
synthetic-at-rules/program-806-r.res,[1-20],9.982378855,20,1,454,15473, [400-600], [0-100000),47.15048,226.31558,854.037,273.79837, false
synthetic-at-arity/program-24-r.res,[1-5],3.032258065,5,1,124,126854, [5-200), [0-333333),35.073704,449.42404,2842.262,484.85724, false
synthetic-at-arity/program-251-r.res,[1-5],2.953271028,5,1,107,340125, [5-200), [666666-999999),30.058495,1305.1263,7551.5806,1335.4692, false
synthetic-at-arity/program-112-r.res,[1-20],9.594594595,20,1,74,20123, [5-200), [0-333333),61.79633,242.97581,1038.4688,305.05035, false
synthetic-at-arity/program-305-r.res,[1-10],5.403508772,10,1,57,517043, [5-200), [666666-999999),26.656874,2990.2288,16020.713,3017.182, false
synthetic-at-rules/program-161-r.res,[1-10],5.237288136,10,1,59,438167, [5-200), [600000-700000),29.59733,2759.006,13507.287,2788.877, false
synthetic-at-predicate/program-266-r.res,[1-5],3.193877551,5,1,98,430785, [5-200), [666666-999999),26.304052,1638.2985,9870.818,1664.8694, false
synthetic-at-rules/program-410-r.res,[1-10],5.166172107,10,1,337,34609, [200-400), [0-100000),36.08202,253.52559,1124.7433,289.94067, false
synthetic-at-predicate/program-50-r.res,[1-5],3.033426184,5,1,359,62886, [200-400), [0-333333),47.355064,196.85867,1408.6426,244.49216, false
synthetic-at-predicate/program-423-r.res,[1-10],5.449477352,10,1,287,33081, [200-400), [0-333333),36.5441,236.26013,1105.8234,273.09622, false
synthetic-at-arity/program-23-r.res,[1-5],3.007246377,5,1,138,104818, [5-200), [0-333333),37.450912,422.3057,2297.5107,460.0537, false
synthetic-at-predicate/program-7-r.res,[1-5],3.036764706,5,1,136,106201, [5-200), [0-333333),44.063755,378.93622,2373.4578,423.29657, false
synthetic-at-predicate/program-486-r.res,[1-10],5.322033898,10,1,59,357755, [5-200), [333333-666666),29.735956,1986.8314,10964.761,2016.8519, false
synthetic-at-arity/program-437-r.res,[1-10],5.535353535,10,1,297,33176, [200-400), [0-333333),39.861668,225.64847,1124.937,265.81375, false
synthetic-at-predicate/program-87-r.res,[1-5],3.070217918,5,1,413,62884, [400-600], [0-333333),48.472805,200.91544,1413.4867,249.69116, false
synthetic-at-rules/program-230-r.res,[1-20],9.205882353,20,1,34,225168, [5-200), [200000-300000),28.214575,2540.6677,10537.126,2569.157, false
synthetic-at-arity/program-197-r.res,[1-10],5.355932203,10,1,59,372624, [5-200), [333333-666666),32.151333,2459.7039,11518.363,2492.1375, false
synthetic-at-rules/program-407-r.res,[1-10],5.381766382,10,1,351,34324, [200-400), [0-100000),42.419937,229.84892,1149.4004,272.56873, false
synthetic-at-arity/program-729-r.res,[1-5],3.066954644,5,1,463,63503, [400-600], [0-333333),41.014572,235.09296,1430.6093,276.4026, false
synthetic-at-predicate/program-640-r.res,[1-10],5.87037037,10,1,54,631807, [5-200), [666666-999999),26.990652,3870.2227,20251.338,3897.4885, false
synthetic-at-predicate/program-13-r.res,[1-5],3,5,1,143,113347, [5-200), [0-333333),48.49597,360.8038,2547.8208,409.59348, false
synthetic-at-rules/program-179-r.res,[1-10],5.440677966,10,1,59,491817, [5-200), [700000-800000),27.533749,3079.1973,15487.487,3107.0046, false
synthetic-at-rules/program-80-r.res,[1-5],3.036363636,5,1,110,315301, [5-200), [700000-800000),37.107315,1101.6185,7006.0273,1139.0272, false
synthetic-at-arity/program-328-r.res,[1-20],9.411764706,20,1,34,601560, [5-200), [666666-999999),27.26464,6714.047,28839.629,6741.591, false
synthetic-at-rules/program-609-r.res,[1-5],3.08566108,5,1,537,65197, [400-600], [0-100000),44.293697,230.46194,1436.9993,275.03894, false
synthetic-at-rules/program-128-r.res,[1-10],6.62,10,1,50,222049, [5-200), [200000-300000),32.80749,1633.7847,7884.7563,1666.8931, false
synthetic-at-arity/program-273-r.res,[1-5],3.037037037,5,1,108,390743, [5-200), [666666-999999),34.656612,1533.3894,8599.641,1568.3273, false
synthetic-at-arity/program-363-r.res,[1-5],3.096676737,5,1,331,67883, [200-400), [0-333333),45.040794,227.85953,1479.8795,273.1955, false
synthetic-at-arity/program-20-r.res,[1-5],3.070422535,5,1,142,111874, [5-200), [0-333333),47.55293,397.96628,2529.7986,445.81625, false
synthetic-at-arity/program-135-r.res,[1-5],3.050420168,5,1,119,202921, [5-200), [333333-666666),55.174976,946.25476,4412.1865,1001.7259, false
synthetic-at-predicate/program-121-r.res,[1-5],3.194444444,5,1,108,267083, [5-200), [333333-666666),35.6401,933.81104,5827.794,969.737, false
synthetic-at-rules/program-113-r.res,[1-10],5.036144578,10,1,83,85952, [5-200), [100000-200000),37.68733,475.55905,2675.6345,513.5406, false
synthetic-at-rules/program-605-r.res,[1-5],3.049828179,5,1,582,67006, [400-600], [0-100000),39.406094,240.87123,1479.1473,280.57812, false
synthetic-at-predicate/program-125-r.res,[1-5],2.868852459,5,1,122,259846, [5-200), [333333-666666),37.757664,858.78265,5673.5005,896.8285, false
synthetic-at-rules/program-280-r.res,[1-20],9.257142857,20,1,35,538192, [5-200), [700000-800000),27.392847,5367.852,24327.752,5395.516, false
synthetic-at-rules/program-20-r.res,[1-5],3.050359712,5,1,139,122576, [5-200), [100000-200000),43.502014,419.90665,2731.7898,463.69098, false
synthetic-at-predicate/program-9-r.res,[1-5],2.994350282,5,1,177,92967, [5-200), [0-333333),47.421314,386.18356,1895.6538,433.90237, false
synthetic-at-rules/program-175-r.res,[1-10],6.132075472,10,1,53,589811, [5-200), [700000-800000),28.553276,3618.7097,18653.018,3647.5347, false
synthetic-at-rules/program-288-r.res,[1-20],11.17241379,20,1,29,745662, [5-200), [800000-900000),28.013996,8667.593,35718.74,8695.874, false
synthetic-at-arity/program-265-r.res,[1-5],3.110091743,5,1,109,343838, [5-200), [666666-999999),30.993828,1556.0598,7608.436,1587.336, false
synthetic-at-predicate/program-89-r.res,[1-5],3.012345679,5,1,486,69574, [400-600], [0-333333),54.588852,213.37288,1470.426,268.24866, false
synthetic-at-predicate/program-260-r.res,[1-5],3.026315789,5,1,114,310844, [5-200), [666666-999999),33.22636,1152.3706,6907.6436,1185.9318, false
synthetic-at-arity/program-10-r.res,[1-5],3.080924855,5,1,173,92477, [5-200), [0-333333),52.95087,440.93085,1983.147,494.18927, false
synthetic-at-rules/program-43-r.res,[1-5],3.185840708,5,1,113,239869, [5-200), [400000-500000),36.664062,893.0074,5405.863,929.9576, false
synthetic-at-rules/program-66-r.res,[1-5],2.965811966,5,1,117,305074, [5-200), [600000-700000),34.873726,1120.9115,6595.818,1156.0719, false
synthetic-at-arity/program-262-r.res,[1-5],3.00877193,5,1,114,347996, [5-200), [666666-999999),35.82282,1354.1642,7435.197,1390.2812, false
synthetic-at-rules/program-401-r.res,[1-10],5.432343234,10,1,303,38040, [200-400), [0-100000),42.00102,228.73888,1251.9154,271.0252, false
synthetic-at-rules/program-98-r.res,[1-5],3.081818182,5,1,110,405284, [5-200), [900000-1000000),54.24405,1432.6139,9324.292,1487.1449, false
synthetic-at-arity/program-271-r.res,[1-5],3.008849558,5,1,113,397936, [5-200), [666666-999999),33.666534,1679.2831,9180.905,1713.259, false
synthetic-at-predicate/program-18-r.res,[1-5],3.028368794,5,1,141,131258, [5-200), [0-333333),50.504593,447.39752,2855.9524,498.20038, false
synthetic-at-arity/program-66-r.res,[1-10],5.883333333,10,1,60,200785, [5-200), [0-333333),29.522827,1729.5122,6453.5195,1759.3735, false
synthetic-at-predicate/program-58-r.res,[1-5],2.92039801,5,1,201,92525, [200-400), [0-333333),55.15617,421.3194,1865.2412,476.78082, false
synthetic-at-rules/program-210-r.res,[1-20],10.03333333,20,1,150,19862, [5-200), [0-100000),59.55283,247.54295,1067.9905,307.37387, false
synthetic-at-predicate/program-36-r.res,[1-5],3.113636364,5,1,132,147259, [5-200), [0-333333),49.487045,502.78693,3164.392,552.567, false
synthetic-at-arity/program-298-r.res,[1-10],5.317460317,10,1,63,566738, [5-200), [666666-999999),29.720734,3421.1606,16882.35,3451.1597, false
synthetic-at-predicate/program-492-r.res,[1-10],5.380952381,10,1,63,405458, [5-200), [333333-666666),34.31306,2502.264,12070.822,2536.8691, false
synthetic-at-arity/program-36-r.res,[1-5],3.258333333,5,1,120,182200, [5-200), [0-333333),60.990192,883.06934,3943.6536,944.3514, false
synthetic-at-rules/program-105-r.res,[1-10],5.951219512,10,1,82,62036, [5-200), [0-100000),41.976757,449.91446,2106.7395,492.19122, false
synthetic-at-arity/program-822-r.res,[1-20],10.33702882,20,1,451,18362, [400-600], [0-333333),81.51435,297.03568,988.4471,378.8254, false
synthetic-at-predicate/program-3-r.res,[1-5],2.878612717,5,1,173,112040, [5-200), [0-333333),48.80131,384.18332,2408.1824,433.27646, false
synthetic-at-rules/program-89-r.res,[1-5],2.824,5,1,125,351236, [5-200), [800000-900000),30.65875,1699.5911,7373.6914,1730.5264, false
synthetic-at-predicate/program-154-r.res,[1-5],3.155172414,5,1,116,268524, [5-200), [333333-666666),55.34717,868.6573,5907.069,924.29755, false
synthetic-at-rules/program-19-r.res,[1-5],3.090909091,5,1,143,132423, [5-200), [100000-200000),39.797577,477.3827,2968.7065,517.4568, false
synthetic-at-predicate/program-97-r.res,[1-5],3.017064846,5,1,586,74569, [400-600], [0-333333),55.589413,263.0838,1616.7986,318.97025, false
synthetic-at-arity/program-173-r.res,[1-10],5.043478261,10,1,69,343561, [5-200), [333333-666666),35.605145,2257.142,10586.542,2293.035, false
synthetic-at-predicate/program-152-r.res,[1-5],3.042016807,5,1,119,300750, [5-200), [333333-666666),35.8472,1120.9551,6406.683,1157.1084, false
synthetic-at-arity/program-397-r.res,[1-5],3.021978022,5,1,364,77867, [200-400), [0-333333),48.083473,254.68073,1620.9286,303.06384, false
synthetic-at-arity/program-405-r.res,[1-10],5.482051282,10,1,390,39574, [200-400), [0-333333),42.86265,244.56647,1326.8624,287.9662, false
synthetic-at-rules/program-275-r.res,[1-20],11.3,20,1,30,671393, [5-200), [700000-800000),29.435583,8341.375,33486.07,8371.081, false
synthetic-at-arity/program-159-r.res,[1-5],2.838461538,5,1,130,275746, [5-200), [333333-666666),33.11705,912.1506,5853.176,945.54614, false
synthetic-at-predicate/program-251-r.res,[1-5],3.113043478,5,1,115,337167, [5-200), [666666-999999),37.82045,1370.2611,7668.252,1408.4094, false
synthetic-at-arity/program-367-r.res,[1-5],2.985576923,5,1,208,94337, [200-400), [0-333333),53.90553,398.14108,1964.6989,452.3437, false
synthetic-at-rules/program-604-r.res,[1-5],3.035472973,5,1,592,75930, [400-600], [0-100000),47.64508,267.8153,1633.1935,315.76617, false
synthetic-at-rules/program-148-r.res,[1-10],5.409090909,10,1,66,300160, [5-200), [400000-500000),37.88445,1699.1969,9607.399,1737.3654, false
synthetic-at-rules/program-710-r.res,[1-10],5.561181435,10,1,474,39563, [400-600], [0-100000),48.82397,241.00557,1290.5405,290.14243, false
synthetic-at-predicate/program-722-r.res,[1-20],10.1980198,20,1,101,22318, [5-200), [0-333333),44.73964,271.2723,1221.7872,316.28748, false
synthetic-at-arity/program-314-r.res,[1-10],5.881355932,10,1,59,516026, [5-200), [666666-999999),32.7257,3637.4646,16549.441,3670.4756, false
synthetic-at-arity/program-750-r.res,[1-5],3.0456942,5,1,569,77145, [400-600], [0-333333),45.779057,269.222,1643.0427,315.31436, false
synthetic-at-predicate/program-130-r.res,[1-5],3.127118644,5,1,118,317307, [5-200), [333333-666666),37.557625,1179.4232,6869.65,1217.2737, false
synthetic-at-rules/program-209-r.res,[1-20],10.12244898,20,1,49,35572, [5-200), [0-100000),35.984615,607.6661,1922.0173,643.9495, false
synthetic-at-predicate/program-25-r.res,[1-5],3.236220472,5,1,127,186330, [5-200), [0-333333),64.79724,899.3942,4032.612,964.4787, false
synthetic-at-arity/program-791-r.res,[1-10],5.388777555,10,1,499,41659, [400-600], [0-333333),44.689983,254.06,1376.5571,299.03705, false
synthetic-at-rules/program-606-r.res,[1-5],3.085846868,5,1,431,78654, [400-600], [0-100000),53.08229,277.07095,1673.4158,330.4425, false
synthetic-at-arity/program-247-r.res,[1-5],3.403846154,5,1,104,513097, [5-200), [666666-999999),39.029564,2194.7456,11562.756,2234.0566, false
synthetic-at-rules/program-601-r.res,[1-5],3.061371841,5,1,554,78455, [400-600], [0-100000),51.484604,297.83188,1670.9915,349.62952, false
synthetic-at-rules/program-32-r.res,[1-5],3.106060606,5,1,132,195296, [5-200), [300000-400000),50.9949,734.8411,4363.943,786.12744, false
synthetic-at-arity/program-53-r.res,[1-10],5.315789474,10,1,171,48395, [5-200), [0-333333),44.08172,280.5512,1532.8851,324.92664, false
synthetic-at-arity/program-747-r.res,[1-5],3.086767896,5,1,461,79196, [400-600], [0-333333),50.24961,273.38763,1697.6802,323.95404, false
synthetic-at-rules/program-307-r.res,[1-5],3.110204082,5,1,245,88699, [200-400), [0-100000),57.455925,393.90988,1882.0912,451.6608, false
synthetic-at-rules/program-26-r.res,[1-5],2.894736842,5,1,152,165833, [5-200), [200000-300000),45.07861,633.15076,3481.7378,678.5287, false
synthetic-at-predicate/program-366-r.res,[1-10],5.457831325,10,1,83,99324, [5-200), [0-333333),51.538025,568.1703,3046.7139,620.0073, false
synthetic-at-predicate/program-11-r.res,[1-5],3.05,5,1,140,181367, [5-200), [0-333333),66.29091,846.08374,3809.6567,912.65625, false
synthetic-at-predicate/program-16-r.res,[1-5],3.142076503,5,1,183,105322, [5-200), [0-333333),66.79901,493.5253,2327.043,560.6157, false
synthetic-at-predicate/program-88-r.res,[1-5],3.025225225,5,1,555,82271, [400-600], [0-333333),43.87489,279.9236,1757.5598,324.0785, false
synthetic-at-predicate/program-744-r.res,[1-20],10.08695652,20,1,46,45202, [5-200), [0-333333),41.839672,503.72495,2367.5588,545.8623, false
synthetic-at-arity/program-270-r.res,[1-5],3.182608696,5,1,115,464452, [5-200), [666666-999999),40.41052,1773.779,10594.1,1814.4725, false
synthetic-at-arity/program-44-r.res,[1-10],5.048192771,10,1,83,146448, [5-200), [0-333333),54.642075,819.9455,4580.082,874.8797, false
synthetic-at-arity/program-133-r.res,[1-5],3.209677419,5,1,124,253567, [5-200), [333333-666666),39.22048,873.2676,5674.05,912.7687, false
synthetic-at-predicate/program-100-r.res,[1-5],3.036679537,5,1,518,83113, [400-600], [0-333333),62.540405,251.54625,1732.8837,314.37946, false
synthetic-at-predicate/program-625-r.res,[1-10],5.424242424,10,1,66,643173, [5-200), [666666-999999),32.922848,3805.091,19250.494,3838.2942, false
synthetic-at-predicate/program-865-r.res,[1-20],11.48387097,20,2,31,367310, [5-200), [333333-666666),33.601353,5026.886,18286.55,5060.779, false
synthetic-at-arity/program-123-r.res,[1-5],3.113821138,5,1,123,336237, [5-200), [333333-666666),34.896927,1508.9312,7100.993,1544.1036, false
synthetic-at-rules/program-87-r.res,[1-5],3,5,1,126,370878, [5-200), [800000-900000),46.745964,1297.802,8282.925,1344.8323, false
synthetic-at-predicate/program-28-r.res,[1-5],3.034013605,5,1,147,174320, [5-200), [0-333333),54.23921,731.7898,3654.7595,786.32556, false
synthetic-at-arity/program-733-r.res,[1-5],2.992990654,5,1,428,86979, [400-600], [0-333333),51.223984,304.10577,1801.928,355.69116, false
synthetic-at-predicate/program-824-r.res,[1-20],10.58744395,20,1,446,20336, [400-600], [0-333333),61.66995,321.21844,1159.3958,383.20633, false
synthetic-at-predicate/program-90-r.res,[1-5],3.010775862,5,1,464,85923, [400-600], [0-333333),54.61035,307.70386,1766.3447,362.6207, false
synthetic-at-predicate/program-141-r.res,[1-5],2.97761194,5,1,134,277397, [5-200), [333333-666666),41.722935,932.4966,5920.9204,974.4977, false
synthetic-at-rules/program-47-r.res,[1-5],2.971223022,5,1,139,235011, [5-200), [400000-500000),36.89564,829.0282,5185.2617,866.2051, false
synthetic-at-rules/program-129-r.res,[1-10],6.078125,10,1,64,216223, [5-200), [200000-300000),49.92123,1322.445,7067.5684,1372.6493, false
synthetic-at-arity/program-333-r.res,[1-20],12.03333333,20,2,30,868663, [5-200), [666666-999999),31.695955,11155.653,43561.188,11187.618, false
synthetic-at-arity/program-125-r.res,[1-5],2.920289855,5,1,138,273330, [5-200), [333333-666666),55.908897,911.7241,5921.205,967.9237, false
synthetic-at-arity/program-745-r.res,[1-5],3.073891626,5,1,406,86718, [400-600], [0-333333),63.715076,271.91083,1818.3091,335.90845, false
synthetic-at-arity/program-325-r.res,[1-20],11.67741935,20,1,31,605738, [5-200), [666666-999999),33.224792,8363.77,30967.373,8397.279, false
synthetic-at-predicate/program-6-r.res,[1-5],2.941860465,5,1,172,140360, [5-200), [0-333333),39.960426,466.06128,2955.5657,506.32755, false
synthetic-at-predicate/program-409-r.res,[1-10],5.520325203,10,1,246,47066, [200-400), [0-333333),45.922066,279.6085,1504.5515,325.80978, false
synthetic-at-predicate/program-12-r.res,[1-5],3.251748252,5,1,143,158486, [5-200), [0-333333),48.185616,547.5567,3491.0398,596.02747, false
synthetic-at-rules/program-61-r.res,[1-5],3.030534351,5,1,131,309864, [5-200), [600000-700000),42.80223,1137.2466,6725.8433,1180.3397, false
synthetic-at-arity/program-39-r.res,[1-5],3.235955056,5,1,178,111810, [5-200), [0-333333),42.055832,486.55798,2560.337,528.89606, false
synthetic-at-rules/program-187-r.res,[1-10],6.1,10,1,60,621148, [5-200), [800000-900000),35.955967,3994.2332,19676.766,4030.4634, false
synthetic-at-predicate/program-369-r.res,[1-10],5.316939891,10,1,183,53195, [5-200), [0-333333),89.96754,303.38892,1678.6946,393.6461, false
synthetic-at-predicate/program-70-r.res,[1-5],2.99376947,5,1,321,95131, [200-400), [0-333333),69.50162,401.75302,1927.2849,471.54013, false
synthetic-at-rules/program-315-r.res,[1-5],3.023026316,5,1,304,95599, [200-400), [100000-200000),72.9872,412.4082,1950.5852,485.68488, false
synthetic-at-predicate/program-143-r.res,[1-5],3.247933884,5,1,121,340453, [5-200), [333333-666666),36.60233,1675.617,7551.556,1712.5098, false
synthetic-at-predicate/program-619-r.res,[1-10],5.935483871,10,1,62,717068, [5-200), [666666-999999),33.970684,4357.506,21868.402,4391.752, false
synthetic-at-predicate/program-35-r.res,[1-5],2.848484848,5,1,165,178220, [5-200), [0-333333),58.087196,710.8712,3623.2104,769.2531, false
synthetic-at-rules/program-30-r.res,[1-5],2.993710692,5,1,159,167063, [5-200), [200000-300000),50.40073,646.6108,3525.032,697.30676, false
synthetic-at-arity/program-132-r.res,[1-5],3.111111111,5,1,135,259866, [5-200), [333333-666666),42.256424,911.30585,5857.0327,953.8424, false
synthetic-at-predicate/program-132-r.res,[1-5],3.097744361,5,1,133,285896, [5-200), [333333-666666),45.11079,1096.0509,6353.8687,1141.4447, false
synthetic-at-arity/program-728-r.res,[1-5],3.047413793,5,1,464,91481, [400-600], [0-333333),60.132874,346.20032,1926.794,406.63586, false
synthetic-at-rules/program-93-r.res,[1-5],3.216666667,5,1,120,476830, [5-200), [900000-1000000),49.52314,1798.5504,10743.253,1848.3645, false
synthetic-at-arity/program-128-r.res,[1-5],3.143884892,5,1,139,230456, [5-200), [333333-666666),38.394768,822.35626,5058.025,861.0216, false
synthetic-at-predicate/program-480-r.res,[1-10],5.398568019,10,1,419,48876, [400-600], [0-333333),57.049213,282.59988,1524.882,339.9402, false
synthetic-at-arity/program-743-r.res,[1-5],2.952038369,5,1,417,97806, [400-600], [0-333333),77.553406,418.4336,2000.7666,496.28714, false
synthetic-at-predicate/program-792-r.res,[1-20],9.819444444,20,1,216,25187, [200-400), [0-333333),59.21168,298.41544,1314.5416,357.92685, false
synthetic-at-predicate/program-638-r.res,[1-10],5.626865672,10,1,67,707699, [5-200), [666666-999999),34.73737,4535.2104,21273.984,4570.2227, false
synthetic-at-arity/program-787-r.res,[1-10],5.457471264,10,1,435,48585, [400-600], [0-333333),59.55686,285.8282,1482.2078,345.67776, false
synthetic-at-rules/program-50-r.res,[1-5],2.874172185,5,1,151,253324, [5-200), [400000-500000),123.777794,805.2099,5573.4883,929.26544, false
synthetic-at-predicate/program-393-r.res,[1-10],6.090909091,10,1,66,246207, [5-200), [0-333333),40.352566,1938.4594,8315.175,1979.0902, false
synthetic-at-rules/program-170-r.res,[1-10],5.347222222,10,1,72,445729, [5-200), [600000-700000),37.183502,2911.7544,13794.272,2949.2312, false
synthetic-at-rules/program-284-r.res,[1-20],9.692307692,20,1,39,573535, [5-200), [800000-900000),35.964752,6984.7905,28127.65,7021.08, false
synthetic-at-predicate/program-382-r.res,[1-10],5.3,10,1,90,123579, [5-200), [0-333333),70.44984,1002.31445,3744.1985,1073.0978, false
synthetic-at-rules/program-130-r.res,[1-10],5.785714286,10,1,70,261097, [5-200), [200000-300000),48.32467,1749.1544,8187.7417,1797.7706, false
synthetic-at-arity/program-275-r.res,[1-5],3.193548387,5,1,124,444595, [5-200), [666666-999999),56.292793,1648.0369,9838.525,1704.6204, false
synthetic-at-arity/program-100-r.res,[1-20],11.24675325,20,1,154,22352, [5-200), [0-333333),70.5498,313.92407,1286.1904,384.795, false
synthetic-at-predicate/program-68-r.res,[1-5],3.084210526,5,1,380,96712, [200-400), [0-333333),46.98598,441.20227,2018.2668,488.4614, false
synthetic-at-rules/program-810-r.res,[1-20],10.28392484,20,1,479,23809, [400-600], [0-100000),58.76499,322.0114,1269.8756,381.2393, false
synthetic-at-arity/program-454-r.res,[1-20],10.89215686,20,1,204,22978, [200-400), [0-333333),55.5993,332.242,1277.7579,388.1355, false
synthetic-at-arity/program-40-r.res,[1-5],3.018518519,5,1,162,181062, [5-200), [0-333333),76.90319,809.0979,3719.6504,886.2955, false
synthetic-at-arity/program-8-r.res,[1-5],3.025906736,5,1,193,135460, [5-200), [0-333333),46.1261,462.91214,2960.2678,509.34183, false
synthetic-at-arity/program-757-r.res,[1-5],3.029411765,5,1,544,96328, [400-600], [0-333333),79.423195,414.55664,1990,494.27734, false
synthetic-at-arity/program-57-r.res,[1-10],5.6625,10,1,80,155569, [5-200), [0-333333),45.708565,938.13104,5057.9385,984.1254, false
synthetic-at-rules/program-615-r.res,[1-5],2.983193277,5,1,476,99537, [400-600], [100000-200000),82.43508,441.1274,2044.117,523.8611, false
synthetic-at-arity/program-99-r.res,[1-20],10.20512821,20,1,39,141029, [5-200), [0-333333),61.945415,1636.6266,7486.3013,1698.8618, false
