name,arity_profile,avg_arity,db_size,max_arity,min_arity,n_predicates,n_rules,n_shapes,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_shapes_q,t_terminate_graph_d,terminates_graph
program41,[1-5],2.981818182,50000,5,1,440,472210,2307, [400-600], [333333-666666),235.96373,38459.133,21277.64,9036.627,206643.34,9320.44,228156.95, false
program41,[1-5],2.981818182,100000,5,1,440,472210,2448, [400-600], [333333-666666),225.0181,39969.832,20422.764,9130.123,228499.66,16577.24,249147.44, false
program41,[1-5],2.981818182,250000,5,1,440,472210,2801, [400-600], [333333-666666),209.38237,45605.96,21853.547,8821.537,372081.6,38317.28,394144.53, false
program41,[1-5],2.981818182,500000,5,1,440,472210,3312, [400-600], [333333-666666),232.6058,35277.367,21596.383,8974.266,504327.2,82502.72,526156.2, false
program42,[1-5],2.920634921,1000,5,1,63,341975,213, [5-200), [333333-666666),153.56247,8278.938,17983.338,6594.087,11447.6,621.12,29584.496, false
program42,[1-5],2.920634921,50000,5,1,63,341975,322, [5-200), [333333-666666),98.01353,8522.818,18412.637,6461.6084,21055.43,1125.61,39566.08, false
program42,[1-5],2.920634921,100000,5,1,63,341975,337, [5-200), [333333-666666),86.93886,8985.219,17690.08,6492.04,24059.55,2096.98,41836.57, false
program42,[1-5],2.920634921,250000,5,1,63,341975,391, [5-200), [333333-666666),100.33293,6732.9707,16342.088,6335.8057,44945.11,5241.95,61387.53, false
program42,[1-5],2.920634921,500000,5,1,63,341975,467, [5-200), [333333-666666),91.50838,9254.47,16544.924,6545.0225,63379.41,9989.59,80015.84, false
program43,[1-5],2.947826087,1000,5,1,115,396957,392, [5-200), [333333-666666),147.22615,19043.299,21491.588,7491.699,19444.74,1414.56,41083.56, false
program43,[1-5],2.947826087,50000,5,1,115,396957,599, [5-200), [333333-666666),137.30832,16345.966,21553.455,7554.8906,46931.07,2654.34,68621.83, false
program43,[1-5],2.947826087,100000,5,1,115,396957,628, [5-200), [333333-666666),149.81021,13732.479,21919.955,7258.515,42474.22,4248.97,64543.98, false
program43,[1-5],2.947826087,250000,5,1,115,396957,720, [5-200), [333333-666666),141.42436,17546.967,20962.637,7405.5107,79893.81,9618.51,100997.87, false
program43,[1-5],2.947826087,500000,5,1,115,396957,853, [5-200), [333333-666666),137.97195,19163.447,21776.139,7404.2114,114507.5,18635.7,136421.61, false
program44,[1-5],3.046511628,1000,5,1,430,328791,1544, [400-600], [0-333333),150.27615,29288.531,15612.741,6479.265,81742.9,4985.56,97505.914, false
program44,[1-5],3.046511628,50000,5,1,430,328791,2341, [400-600], [0-333333),212.12462,30798.877,14448.754,6763.203,189639.69,9339.3,204300.56, false
program44,[1-5],3.046511628,100000,5,1,430,328791,2483, [400-600], [0-333333),198.72939,31446.791,15471.404,6406.752,210332.44,16334.47,226002.58, false
program44,[1-5],3.046511628,250000,5,1,430,328791,2837, [400-600], [0-333333),231.9909,24505.744,14617.355,6602.3394,363451.6,39104.81,378300.94, false
program44,[1-5],3.046511628,500000,5,1,430,328791,3362, [400-600], [0-333333),185.74634,28798.924,14071.085,6680.809,481767.12,77745.09,496023.97, false
program45,[1-5],2.989795918,1000,5,1,490,828186,1690, [400-600], [666666-999999),353.83896,82677.195,46242.258,15255.128,96699.37,6986.43,143295.47, false
program45,[1-5],2.989795918,50000,5,1,490,828186,2566, [400-600], [666666-999999),320.56064,74944.016,47189.082,15241.501,230810.05,11117.08,278319.7, false
program45,[1-5],2.989795918,100000,5,1,490,828186,2725, [400-600], [666666-999999),340.62564,76741.07,45671.52,14842.311,273023.06,17884.83,319035.22, false
program45,[1-5],2.989795918,250000,5,1,490,828186,3095, [400-600], [666666-999999),363.4741,86251.81,47366.785,14905.686,418980.53,44744.64,466710.78, false
program45,[1-5],2.989795918,500000,5,1,490,828186,3636, [400-600], [666666-999999),383.6032,81268.45,49871.18,14323.944,553987.9,91153.95,604242.6, false
program5,[1-5],2.995661605,1000,5,1,461,907242,1622, [400-600], [666666-999999),354.7771,73092.05,56726.375,16538.666,88825.83,4024.51,145906.98, false
program5,[1-5],2.995661605,50000,5,1,461,907242,2441, [400-600], [666666-999999),356.78683,82253.24,59725.92,16600.113,222767.89,8665.1,282850.6, false
program5,[1-5],2.995661605,100000,5,1,461,907242,2590, [400-600], [666666-999999),341.86737,72496.375,53890.617,16593.766,240114.28,15677.65,294346.75, false
program5,[1-5],2.995661605,250000,5,1,461,907242,2964, [400-600], [666666-999999),336.29547,78751.66,57137.156,16434.389,405898.7,38160.34,463372.12, false
program5,[1-5],2.995661605,500000,5,1,461,907242,3490, [400-600], [666666-999999),357.78632,92783.68,53490.16,16623.314,539682.75,82584.69,593530.7, false
program6,[1-5],2.954198473,1000,5,1,524,395597,1790, [400-600], [333333-666666),263.6946,30353.48,16805.18,7562.332,103587.01,5510.77,120655.88, false
program6,[1-5],2.954198473,50000,5,1,524,395597,2705, [400-600], [333333-666666),225.51418,31725.807,15228.603,7754.0957,248210.31,10009.05,263664.44, false
program6,[1-5],2.954198473,100000,5,1,524,395597,2870, [400-600], [333333-666666),236.32639,22746.021,12567.095,7809.8774,281267.06,18617.31,294070.47, false
program6,[1-5],2.954198473,250000,5,1,524,395597,3272, [400-600], [333333-666666),231.31424,35918.906,15869.646,7841.3716,449485,44721.98,465585.97, false
program6,[1-5],2.954198473,500000,5,1,524,395597,3845, [400-600], [333333-666666),186.27132,25238.021,16782.738,7579.059,596469.4,92351.13,613438.4, false
program7,[1-5],2.891719745,1000,5,1,157,130807,521, [5-200), [0-333333),75.50583,7106.2886,5172.343,2687.7588,27878.2,2236.59,33126.047, false
program7,[1-5],2.891719745,50000,5,1,157,130807,807, [5-200), [0-333333),67.255104,6863.3726,4920.076,2709.5723,49922.18,3286.67,54909.51, false
program7,[1-5],2.891719745,100000,5,1,157,130807,858, [5-200), [0-333333),72.987915,7449.0464,5016.3755,2655.0798,57094.68,5623.92,62184.047, false
program7,[1-5],2.891719745,250000,5,1,157,130807,974, [5-200), [0-333333),65.14509,7135.8433,4914.4478,2668.3625,107292.76,13000.67,112272.35, false
program7,[1-5],2.891719745,500000,5,1,157,130807,1133, [5-200), [0-333333),71.06655,7341.6855,5012.722,2660.0098,152583.45,25222.77,157667.23, false
program8,[1-5],3.03030303,1000,5,1,33,819339,114, [5-200), [666666-999999),146.02872,10702.946,55733.047,15160.233,9777.92,455.15,65657, false
program8,[1-5],3.03030303,50000,5,1,33,819339,183, [5-200), [666666-999999),87.53036,8877.7,51290.703,15143.804,11812.9,683.87,63191.133, false
program8,[1-5],3.03030303,100000,5,1,33,819339,197, [5-200), [666666-999999),85.491486,9286.803,51080.57,15026.937,12987.22,1213.39,64153.28, false
program8,[1-5],3.03030303,250000,5,1,33,819339,221, [5-200), [666666-999999),86.893745,10074.294,52091.266,14849.512,24403.06,2880.83,76581.22, false
program8,[1-5],3.03030303,500000,5,1,33,819339,255, [5-200), [666666-999999),90.89907,9981.24,49953.56,15009.431,34463.89,5584.28,84508.34, false
program9,[1-5],3.021008403,1000,5,1,476,743030,1691, [400-600], [666666-999999),332.07684,71717.31,44158.04,13793.091,98276.68,6460.17,142766.8, false
program9,[1-5],3.021008403,50000,5,1,476,743030,2565, [400-600], [666666-999999),332.15173,75213.19,43388.73,13805.5625,223750.08,10789.02,267470.97, false
program9,[1-5],3.021008403,100000,5,1,476,743030,2720, [400-600], [666666-999999),319.92673,71385.25,42462.45,13661.877,250124.34,18375.9,292906.72, false
program9,[1-5],3.021008403,250000,5,1,476,743030,3100, [400-600], [666666-999999),329.0478,65407.277,42716.82,13915.306,409558.06,42916.59,452603.94, false
program9,[1-5],3.021008403,500000,5,1,476,743030,3663, [400-600], [666666-999999),340.42694,57640.5,40786.957,13740.445,555381.5,91736.57,596508.9, false
