name,arity_profile,avg_arity,max_arity,min_arity,n_components,n_components_d,n_edges,n_edges_d,n_exist_vars,n_facts,n_nodes,n_nodes_d,n_predicates,n_rules,n_shapes,n_spacial_components,n_spacial_components_d,n_special_edges,n_special_edges_d,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_terminate_graph_avg,t_terminate_graph_d,t_terminate_graph_std,t_vlog,terminates_graph,total_t
\arity\program-117-small.res,[1-5], 2.8609271523178808, 5.0, 1.0, 0, 1, 506366, 1623790, 342519, 15100000, 432, 4952, 151.0, 685385, 759, 0, 1, 165770, 269340, [5-200), [666666-999999), 77.07705, 30660.965, 12913.659, 12134.389, 7399.193,NaN, 20389.93,NaN,null, false,null
\arity\program-632-small.res,[1-10], 5.424242424242424, 10.0, 1.0, 0, 150646, 1774487, 430402, 41378, 39600000, 2148, 157508, 396.0, 82184, 13101, 0, 1, 149014, 69067, [200-400), [0-333333), 180.5681, 8772.574, 265480.97, 2523.117, 28652.951,NaN, 294314.47,NaN,null, false, 305864.28
\arity\program-265-small.res,[1-5], 3.009049773755656, 5.0, 1.0, 0, 89, 1166451, 2703690, 484315, 22100000, 665, 8922, 221.0, 967542, 1227, 0, 1, 360473, 440942, [200-400), [666666-999999), 120.819275, 65572.734, 21436.014, 17156.414, 10187.847,NaN, 31744.68,NaN,null, false, 114913.25
\predicate\program-651-small.res,[1-10], 5.527972027972028, 10.0, 1.0, 0, 71055, 699812, 153883, 14321, 57200000, 3162, 72764, 572.0, 28861, 19171, 0, 1, 53783, 24390, [400-600], [0-333333), 88.62297, 695.7491, 120077.51, 953.0419, 43238.81,NaN, 163404.94,NaN,null, false,null
\predicate\program-671-small.res,[1-10], 5.611464968152866, 10.0, 1.0, 0, 194297, 2173492, 503868, 46476, 47100000, 2643, 201140, 471.0, 93533, 16014, 0, 1, 176214, 80232, [400-600], [0-333333), 233.58824, 7105.3105, 292164.84, 2744.8105, 34199.043,NaN, 326597.47,NaN,null, false,null
\predicate\program-690-small.res,[1-10], 5.421359223300971, 10.0, 1.0, 0, 184085, 2150133, 497111, 48407, 51500000, 2792, 191000, 515.0, 97146, 17031, 0, 1, 172118, 79096, [400-600], [0-333333), 223.25732, 6169.0073, 314047.06, 2813.6975, 38634.246,NaN, 352904.56,NaN,null, false,null
\arity\program-35-small.res,[1-5], 3.046875, 5.0, 1.0, 0, 3, 209697, 113226, 16006, 12800000, 390, 5410, 128.0, 32291, 724, 0, 1, 26571, 17437, [5-200), [0-333333), 12.440675, 813.7046, 621.15967, 786.9887, 6416.349,NaN, 7049.949,NaN,null, false,null
\arity\program-453-small.res,[1-10], 5.120689655172414, 10.0, 1.0, 0, 1, 166548, 85753, 9450, 5800000, 297, 30922, 58.0, 18732, 1718, 0, 1, 25445, 13890, [5-200), [0-333333), 16.697247, 814.58466, 45192.71, 654.3316, 4780.007,NaN, 49989.414,NaN,null, false,null
\predicate\program-619-small.res,[1-5], 2.965432098765432, 5.0, 1.0, 0, 847, 1303389, 598407, 85283, 40500000, 1201, 15600, 405.0, 170531, 2208, 0, 1, 142642, 91325, [400-600], [0-333333), 64.26894, 6380.576, 2223.6633, 3342.176, 18830.33,NaN, 21118.262,NaN,null, false,null
\arity\program-646-small.res,[1-10], 5.797235023041475, 10.0, 1.0, 0, 290139, 2267815, 775536, 74080, 21700000, 1258, 298377, 217.0, 148643, 8118, 0, 1, 262376, 124613, [200-400), [0-333333), 341.1503, 24151.088, 366437.28, 4529.2646, 17211.664,NaN, 383990.1,NaN,null, false, 413137.88
\predicate\program-43-small.res,[1-5], 2.8333333333333335, 5.0, 1.0, 0, 7, 3222, 144592, 124788, 1200000, 34, 492, 12.0, 249708, 56, 0, 1, 1122, 27905, [5-200), [0-333333), 19.761513, 1024.0103, 3958.7373, 4754.315, 1022.83093,NaN, 5001.3296,NaN,null, false,null
\rules\program-342-small.res,[1-5], 3.043824701195219, 5.0, 1.0, 0, 122, 1132077, 874016, 129239, 25100000, 764, 10568, 251.0, 258255, 1410, 0, 1, 193221, 137987, [200-400), [0-333333), 65.42226, 15564.709, 3701.4192, 5061.583, 11029.769,NaN, 14796.61,NaN,null, false, 35674.473
\arity\program-236-small.res,[1-5], 3.0334448160535117, 5.0, 1.0, 0, 115, 1837220, 1938277, 296428, 29900000, 907, 11899, 299.0, 593916, 1657, 0, 1, 391626, 309032, [200-400), [333333-666666), 113.02351, 47280.656, 10694.542, 11162.14, 14272.128,NaN, 25079.693,NaN,null, false, 83958.4
\arity\program-323-small.res,[1-5], 2.9912663755458517, 5.0, 1.0, 0, 1353, 1400603, 612546, 85666, 45800000, 1370, 17937, 458.0, 171136, 2503, 0, 1, 147758, 93746, [400-600], [0-333333), 54.381084, 8636.51, 2277.2817, 3429.612, 20696.936,NaN, 23028.598,NaN,null, false, 35362.523
\predicate\program-35-small.res,[1-5], 2.9101123595505616, 5.0, 1.0, 0, 253, 132917, 108450, 17443, 8900000, 259, 3472, 89.0, 34672, 469, 0, 1, 23391, 17040, [5-200), [0-333333), 14.111417, 670.2886, 630.0119, 780.2238, 4374.9624,NaN, 5019.086,NaN,null, false,null
\predicate\program-636-small.res,[1-5], 2.997912317327766, 5.0, 1.0, 0, 4868, 770283, 301081, 41262, 47900000, 1436, 18480, 479.0, 82636, 2659, 0, 1, 73757, 45776, [400-600], [0-333333), 56.469048, 2144.6736, 1323.8732, 1701.8547, 21853.627,NaN, 23233.969,NaN,null, false,null
\rules\program-80-small.res,[1-5], 2.977401129943503, 5.0, 1.0, 0, 73, 731419, 1655154, 303042, 17700000, 527, 7159, 177.0, 605447, 966, 0, 1, 225585, 271068, [5-200), [333333-666666), 117.80501, 19324.688, 9422.334, 11178.099, 8468.096,NaN, 18008.234,NaN,null, false, 48830.633
\arity\program-166-small.res,[1-5], 3.0142045454545454, 5.0, 1.0, 0, 1441, 910244, 404455, 55644, 35200000, 1061, 13957, 352.0, 111245, 1937, 0, 1, 98179, 62152, [200-400), [0-333333), 71.316536, 6202.2266, 1622.9248, 2288.4583, 15787.7,NaN, 17481.941,NaN,null, false, 26219.395
\rules\program-65-small.res,[1-5], 2.9398496240601504, 5.0, 1.0, 0, 53, 413505, 1267838, 253805, 13300000, 391, 5191, 133.0, 507967, 714, 0, 1, 134613, 208802, [5-200), [333333-666666), 95.414215, 18702.076, 9114.203, 9466.769, 6229.52,NaN, 15439.137,NaN,null, false, 43869.215
\rules\program-138-small.res,[1-5], 3.0609756097560976, 5.0, 1.0, 0, 69, 688939, 2356460, 434620, 16400000, 502, 6793, 164.0, 870486, 927, 0, 1, 230326, 391871, [5-200), [666666-999999), 109.080956, 49565.574, 19137.922, 15856.145, 8197.708,NaN, 27444.71,NaN,null, false, 93246.97
\arity\program-93-small.res,[1-5], 2.970414201183432, 5.0, 1.0, 0, 59, 640261, 1156198, 200304, 16900000, 502, 6268, 169.0, 400148, 916, 0, 1, 181726, 187119, [5-200), [333333-666666), 64.39758, 17637.986, 6715.588, 7446.802, 8141.4355,NaN, 14921.421,NaN,null, false, 40252.598
\rules\program-141-small.res,[1-5], 2.9649122807017543, 5.0, 1.0, 0, 25, 78603, 1185896, 358212, 5700000, 169, 2365, 57.0, 716623, 327, 0, 1, 26364, 205797, [5-200), [666666-999999), 86.44263, 13858.223, 14198.253, 12986.46, 3358.3684,NaN, 17643.064,NaN,null, false, 44720.04
\rules\program-169-small.res,[1-10], 5.644444444444445, 10.0, 1.0, 0, 256514, 181864, 922807, 106028, 4500000, 254, 273122, 45.0, 212788, 1725, 0, 1, 62725, 148633, [5-200), [0-333333), 301.1842, 17479.598, 562211.2, 6255.6396, 4026.8313,NaN, 566539.2,NaN,null, false, 590523.0
\arity\program-623-small.res,[1-10], 5.42948717948718, 10.0, 1.0, 0, 93921, 1022154, 238092, 23655, 31200000, 1694, 97143, 312.0, 47322, 10687, 0, 1, 83290, 37789, [200-400), [0-333333), 114.87685, 4734.135, 159668.11, 1456.9147, 23085.537,NaN, 182868.52,NaN,null, false, 189247.84
\rules\program-442-small.res,[1-5], 2.9861495844875345, 5.0, 1.0, 0, 141, 2658204, 3020626, 484792, 36100000, 1078, 14315, 361.0, 969319, 1972, 0, 1, 594076, 483773, [200-400), [666666-999999), 142.29254, 86703.73, 19435.895, 17737.092, 16035.754,NaN, 35613.94,NaN,null, false, 140741.25
\rules\program-491-small.res,[1-10], 5.4493392070484585, 10.0, 1.0, 0, 321300, 2649785, 1184025, 113422, 22700000, 1237, 340380, 227.0, 226032, 7248, 0, 2, 366953, 191611, [200-400), [0-333333), 388.25784, 40952.734, 474915.6, 6284.149, 17260.553,NaN, 492564.4,NaN,null, false, 540330.6
\arity\program-378-small.res,[1-5], 3.0116822429906542, 5.0, 1.0, 0, 234, 2388120, 1348864, 194134, 42800000, 1289, 17161, 428.0, 388261, 2373, 0, 1, 315142, 209326, [400-600], [333333-666666), 124.6105, 37124.887, 6174.45, 7182.3735, 18672.059,NaN, 24971.12,NaN,null, false, 69783.22
\rules\program-422-small.res,[1-5], 3.041958041958042, 5.0, 1.0, 0, 119, 1860801, 2820523, 459695, 28600000, 870, 11922, 286.0, 919710, 1605, 0, 1, 489819, 455161, [200-400), [666666-999999), 148.71405, 61323.793, 19725.422, 17032.533, 13322.41,NaN, 33196.547,NaN,null, false, 112249.78
\arity\program-213-small.res,[1-5], 3.1029411764705883, 5.0, 1.0, 0, 91, 988548, 1507441, 237801, 20400000, 633, 9002, 204.0, 476010, 1210, 0, 1, 262014, 243467, [200-400), [333333-666666), 123.43728, 35735.03, 8260.566, 9211.171, 9241.564,NaN, 17625.568,NaN,null, false, 62990.56
\rules\program-740-small.res,[1-5], 2.9975247524752477, 5.0, 1.0, 0, 169, 3127099, 2915175, 460549, 40400000, 1211, 16856, 404.0, 920427, 2260, 0, 1, 608117, 461367, [400-600], [666666-999999), 165.04259, 77388.03, 18717.207, 16715.953, 17869.879,NaN, 36752.13,NaN,null, false, 131543.52
\predicate\program-698-small.res,[1-10], 5.519269776876268, 10.0, 1.0, 0, 154897, 1689145, 379703, 36924, 49300000, 2721, 159487, 493.0, 73797, 17057, 0, 1, 133331, 60255, [400-600], [0-333333), 186.53328, 3734.3896, 259444.9, 2241.6174, 36024.832,NaN, 295656.28,NaN,null, false,null
\arity\program-21-small.res,[1-5], 3.089430894308943, 5.0, 1.0, 0, 45, 376325, 809049, 133195, 12300000, 380, 4876, 123.0, 266783, 699, 0, 1, 113501, 130936, [5-200), [0-333333), 54.559566, 13941.262, 4201.1924, 5385.3594, 6137.1665,NaN, 10392.918,NaN,null, false, 29926.672
\predicate\program-538-small.res,[1-5], 2.971291866028708, 5.0, 1.0, 0, 75, 1021810, 2506929, 462641, 20900000, 621, 7887, 209.0, 923538, 1141, 0, 1, 317760, 407813, [200-400), [666666-999999), 132.24432, 45139.246, 18674.47, 16645.81, 10244.611,NaN, 29051.326,NaN,null, false,null
\rules\program-136-small.res,[1-5], 2.967948717948718, 5.0, 1.0, 0, 57, 585483, 2031091, 400800, 15600000, 463, 5821, 156.0, 802263, 831, 0, 1, 194725, 337874, [5-200), [666666-999999), 122.6969, 35898.742, 17177.383, 14341.155, 7398.8696,NaN, 24698.95,NaN,null, false, 75414.09
\predicate\program-442-small.res,[1-5], 2.9868766404199474, 5.0, 1.0, 0, 147, 2552361, 2039975, 312963, 38100000, 1138, 15101, 381.0, 626627, 2107, 0, 1, 441746, 320080, [200-400), [333333-666666), 133.19887, 43741.867, 10672.877, 11536.492, 17401.557,NaN, 28207.633,NaN,null, false,null
\predicate\program-322-small.res,[1-5], 3.0, 5.0, 1.0, 0, 354, 612516, 365777, 53233, 21000000, 630, 8289, 210.0, 106705, 1152, 0, 1, 84239, 56759, [200-400), [0-333333), 37.758427, 4572.275, 1469.3995, 2139.0334, 10052.738,NaN, 11559.896,NaN,null, false,null
\predicate\program-505-small.res,[1-5], 3.0038910505836576, 5.0, 1.0, 0, 93, 1463661, 2199479, 359957, 25700000, 772, 9799, 257.0, 718572, 1410, 0, 1, 385403, 357207, [200-400), [666666-999999), 121.988945, 43557.516, 13432.817, 13299.716, 11867.809,NaN, 25422.615,NaN,null, false,null
\rules\program-693-small.res,[1-5], 3.0, 5.0, 1.0, 0, 228, 3677043, 2248969, 329080, 50700000, 1521, 20288, 507.0, 658717, 2795, 0, 1, 518003, 349799, [400-600], [333333-666666), 150.71065, 54227.23, 11567.149, 12205.9375, 21922.08,NaN, 33639.94,NaN,null, false, 100733.51
\arity\program-383-small.res,[1-5], 2.9936034115138592, 5.0, 1.0, 0, 188, 3224683, 2032130, 297979, 46900000, 1404, 18656, 469.0, 596974, 2576, 0, 1, 465093, 316690, [400-600], [333333-666666), 135.02074, 46728.117, 9895.483, 11128.763, 20564.535,NaN, 30595.04,NaN,null, false, 89011.05
\predicate\program-406-small.res,[1-5], 3.056338028169014, 5.0, 1.0, 0, 126, 1564845, 1365658, 204627, 28400000, 868, 12032, 284.0, 408809, 1636, 0, 1, 293444, 216914, [200-400), [333333-666666), 79.62075, 25413.277, 6310.574, 7831.4346, 12992.014,NaN, 19382.209,NaN,null, false,null
\rules\program-677-small.res,[1-5], 2.975257731958763, 5.0, 1.0, 0, 251, 2950982, 1660685, 242027, 48500000, 1443, 18674, 485.0, 483740, 2637, 0, 1, 387100, 257092, [400-600], [333333-666666), 102.42342, 36900.535, 7783.9204, 8878.487, 21033.451,NaN, 28919.795,NaN,null, false, 75140.04
\rules\program-33-small.res,[1-5], 2.966666666666667, 5.0, 1.0, 0, 63, 306805, 432297, 73632, 12000000, 356, 4872, 120.0, 146820, 667, 0, 1, 77520, 69446, [5-200), [0-333333), 38.855022, 7561.901, 2131.4915, 2922.1257, 5950.3257,NaN, 8120.672,NaN,null, false, 18756.13
\rules\program-95-small.res,[1-5], 2.9318181818181817, 5.0, 1.0, 0, 29, 182689, 1316547, 318910, 8800000, 258, 3106, 88.0, 638191, 477, 0, 1, 60865, 221635, [5-200), [333333-666666), 88.783905, 15374.452, 11691.813, 11798.26, 4502.954,NaN, 16283.552,NaN,null, false, 43694.812
\rules\program-63-small.res,[1-5], 3.0, 5.0, 1.0, 0, 7, 6349, 316166, 219545, 1600000, 48, 616, 16.0, 438308, 88, 0, 1, 2160, 61391, [5-200), [333333-666666), 36.572914, 5238.0654, 7137.655, 7998.272, 1451.2844,NaN, 8625.512,NaN,null, false, 21980.408
\arity\program-335-small.res,[1-5], 3.00996015936255, 5.0, 1.0, 0, 1635, 1519803, 644671, 89031, 50200000, 1511, 20104, 502.0, 178238, 2780, 0, 1, 156444, 98322, [400-600], [0-333333), 66.24462, 9761.911, 2336.6348, 3521.0183, 22204.033,NaN, 24606.912,NaN,null, false, 38170.445
\rules\program-167-small.res,[1-10], 5.526315789473684, 10.0, 1.0, 0, 151192, 31214, 491064, 63188, 1900000, 105, 159109, 19.0, 126996, 716, 0, 1, 10710, 79022, [5-200), [0-333333), 188.024, 5386.538, 209957.58, 3711.0764, 1954.6493,NaN, 212100.27,NaN,null, false, 221337.02
\arity\program-248-small.res,[1-5], 3.0375586854460095, 5.0, 1.0, 0, 87, 1027771, 1533871, 244799, 21300000, 647, 8582, 213.0, 490011, 1195, 0, 1, 270466, 248956, [200-400), [333333-666666), 107.81949, 30569.62, 8807.8955, 9338.349, 9452.1875,NaN, 18367.902,NaN,null, false,null
\arity\program-795-small.res,[1-10], 5.335748792270532, 10.0, 1.0, 0, 209942, 2525002, 642338, 62782, 41400000, 2209, 220716, 414.0, 125498, 12941, 0, 1, 217800, 102342, [400-600], [0-333333), 271.3962, 14188.013, 326973.88, 3632.6467, 28675.229,NaN, 355920.5,NaN,null, false, 374214.38
\predicate\program-749-small.res,[1-5], 3.034229828850856, 5.0, 1.0, 0, 181, 2691548, 1805733, 264037, 40900000, 1241, 17063, 409.0, 528670, 2327, 0, 1, 410630, 282644, [400-600], [333333-666666), 112.77568, 46108.465, 8464.43, 10163.38, 18465.744,NaN, 27042.95,NaN,null, false,null
\rules\program-371-small.res,[1-5], 3.05420054200542, 5.0, 1.0, 0, 175, 2117728, 1351728, 192383, 36900000, 1127, 15021, 369.0, 384160, 2071, 0, 1, 311897, 211919, [200-400), [333333-666666), 116.84797, 29680.57, 5760.674, 7388.065, 16885.492,NaN, 22763.014,NaN,null, false, 60322.426
\arity\program-8-small.res,[1-5], 3.097938144329897, 5.0, 1.0, 0, 89, 782068, 750272, 110000, 19400000, 601, 8076, 194.0, 220687, 1107, 0, 1, 156841, 119297, [5-200), [0-333333), 51.602306, 12673.475, 3222.7444, 4398.568, 8907.139,NaN, 12181.485,NaN,null, false, 29457.092
\arity\program-364-small.res,[1-5], 3.0477223427331888, 5.0, 1.0, 0, 217, 3060976, 1823701, 258833, 46100000, 1405, 19000, 461.0, 518609, 2593, 0, 1, 424170, 284145, [400-600], [333333-666666), 153.79384, 45056.277, 8700.913, 9863.345, 28724.908,NaN, 37579.617,NaN,null, false, 93063.93
\predicate\program-6-small.res,[1-5], 3.2857142857142856, 5.0, 1.0, 0, 58, 326775, 444501, 61321, 11200000, 368, 5286, 112.0, 122718, 722, 0, 1, 82369, 71530, [5-200), [0-333333), 51.438393, 4855.5117, 1811.9113, 2720.0688, 6084.4,NaN, 7947.7495,NaN,null, false,null
\arity\program-12-small.res,[1-5], 2.838709677419355, 5.0, 1.0, 0, 1, 21212, 368096, 133020, 3100000, 88, 1396, 31.0, 265804, 167, 0, 1, 6952, 62707, [5-200), [0-333333), 34.849564, 1934.9852, 4477.059, 5136.995, 1895.8027,NaN, 6407.7114,NaN,null, false,null
\arity\program-468-small.res,[1-10], 5.391608391608392, 10.0, 1.0, 0, 362599, 1407178, 1308168, 138351, 14300000, 771, 381963, 143.0, 277179, 4641, 0, 1, 323416, 211943, [5-200), [0-333333), 386.40887, 52290.547, 460102.75, 7541.257, 11497.973,NaN, 471987.12,NaN,null, false, 532425.6
\predicate\program-340-small.res,[1-5], 3.02710027100271, 5.0, 1.0, 0, 984, 1163014, 533507, 74623, 36900000, 1117, 14828, 369.0, 148853, 2073, 0, 1, 128666, 81990, [200-400), [0-333333), 45.694153, 6762.0776, 2023.0623, 2945.7864, 17289.402,NaN, 19358.158,NaN,null, false,null
\predicate\program-5-small.res,[1-5], 2.905982905982906, 5.0, 1.0, 0, 1650, 111729, 53758, 7783, 11700000, 340, 4228, 117.0, 15595, 635, 0, 1, 12765, 8248, [5-200), [0-333333), 15.450554, 213.11024, 311.6726, 442.1086, 5702.1436,NaN, 6029.2666,NaN,null, false,null
\arity\program-257-small.res,[1-5], 3.0446096654275094, 5.0, 1.0, 0, 109, 1694387, 2959159, 490059, 26900000, 819, 10992, 269.0, 980386, 1506, 0, 1, 474551, 477568, [200-400), [666666-999999), 145.48198, 75158.45, 21532.318, 17814.227, 13042.124,NaN, 34719.926,NaN,null, false, 128245.37
\predicate\program-23-small.res,[1-5], 3.015873015873016, 5.0, 1.0, 0, 121, 640000, 512495, 75414, 18900000, 570, 7117, 189.0, 150547, 1044, 0, 1, 112507, 81352, [5-200), [0-333333), 36.146774, 6436.831, 2212.3694, 2985.0554, 9361.599,NaN, 11610.115,NaN,null, false,null
\arity\program-437-small.res,[1-5], 3.0043572984749454, 5.0, 1.0, 0, 194, 3468343, 2454740, 365394, 45900000, 1379, 18307, 459.0, 730536, 2534, 0, 1, 550121, 384756, [400-600], [666666-999999), 143.56075, 65036.52, 12918.033, 13380.214, 19881.629,NaN, 32943.223,NaN,null, false, 112039.67
\predicate\program-411-small.res,[1-5], 3.0085714285714285, 5.0, 1.0, 0, 164, 1985799, 1375297, 204625, 35000000, 1053, 13990, 350.0, 409925, 1945, 0, 1, 308133, 214662, [200-400), [333333-666666), 118.52243, 39278.844, 6355.399, 7593.67, 15643.79,NaN, 22117.71,NaN,null, false,null
\rules\program-367-small.res,[1-5], 2.960526315789474, 5.0, 1.0, 0, 111, 1775849, 1789378, 283074, 30400000, 900, 11491, 304.0, 566918, 1629, 0, 1, 365636, 285330, [200-400), [333333-666666), 104.584816, 43339.926, 10308.958, 10625.07, 13219.923,NaN, 23633.465,NaN,null, false, 78007.414
\rules\program-420-small.res,[1-5], 3.012987012987013, 5.0, 1.0, 0, 143, 2743665, 2328876, 349103, 38500000, 1160, 14917, 385.0, 699146, 2104, 0, 1, 501660, 368326, [200-400), [666666-999999), 132.96927, 66843.76, 12707.518, 12896.7, 16905.287,NaN, 29745.773,NaN,null, false, 110029.36
\predicate\program-546-small.res,[1-5], 3.0193370165745854, 5.0, 1.0, 0, 149, 2560650, 2422077, 369758, 36200000, 1093, 14377, 362.0, 739059, 2025, 0, 1, 505764, 384994, [200-400), [666666-999999), 130.1064, 62670.395, 12999.063, 13380.735, 15896.683,NaN, 29025.852,NaN,null, false,null
\arity\program-435-small.res,[1-5], 3.0067114093959733, 5.0, 1.0, 0, 171, 3441380, 2587538, 386199, 44700000, 1344, 17671, 447.0, 773964, 2453, 0, 1, 573688, 406618, [400-600], [666666-999999), 169.05203, 62769.13, 14416.767, 14095.056, 19416.166,NaN, 34001.984,NaN,null, false, 111532.92
\arity\program-773-small.res,[1-10], 5.491525423728813, 10.0, 1.0, 0, 222977, 2625414, 614963, 58862, 53100000, 2916, 232328, 531.0, 117386, 17808, 0, 2, 214313, 98091, [400-600], [0-333333), 301.32373, 13433.793, 380678.94, 3635.8318, 38459.03,NaN, 419439.28,NaN,null, false, 436932.84
\arity\program-295-small.res,[1-5], 3.059375, 5.0, 1.0, 0, 129, 2202595, 2530841, 390252, 32000000, 979, 13211, 320.0, 779429, 1811, 0, 1, 496917, 405509, [200-400), [666666-999999), 147.36127, 62882.797, 14889.356, 14023.336, 14789.464,NaN, 29826.182,NaN,null, false, 107347.4
\rules\program-421-small.res,[1-5], 3.0114942528735633, 5.0, 1.0, 0, 113, 1541444, 2524090, 433057, 26100000, 786, 11148, 261.0, 867180, 1485, 0, 1, 417362, 405396, [200-400), [666666-999999), 117.55446, 55060.586, 17970.553, 15630.588, 13103.875,NaN, 31191.982,NaN,null, false, 102343.45
\arity\program-43-small.res,[1-5], 2.983695652173913, 5.0, 1.0, 0, 2, 675048, 723691, 113983, 18400000, 549, 6756, 184.0, 227411, 992, 0, 2, 144964, 115442, [5-200), [0-333333), 59.535877, 10816.166, 3512.1736, 4351.7134, 8674.802,NaN, 12246.512,NaN,null, false,null
\predicate\program-536-small.res,[1-5], 3.0311418685121105, 5.0, 1.0, 0, 119, 1801876, 2238408, 354627, 28900000, 876, 11891, 289.0, 708790, 1624, 0, 1, 426227, 360032, [200-400), [666666-999999), 136.79028, 42938.32, 13151.992, 12992.594, 13245.219,NaN, 26534.0,NaN,null, false,null
\arity\program-370-small.res,[1-5], 2.9933481152993346, 5.0, 1.0, 0, 213, 2844071, 1713670, 250583, 45100000, 1350, 17776, 451.0, 501415, 2476, 0, 1, 395758, 266535, [400-600], [333333-666666), 129.49646, 55174.75, 8007.8276, 9629.694, 19439.898,NaN, 27577.223,NaN,null, false, 93060.28
\arity\program-64-small.res,[1-5], 2.989071038251366, 5.0, 1.0, 0, 71, 771255, 1520596, 267287, 18300000, 547, 7186, 183.0, 534111, 1003, 0, 1, 226113, 246763, [5-200), [333333-666666), 120.79234, 32381.889, 9397.49, 10028.815, 8434.671,NaN, 17952.953,NaN,null, false, 60734.582
\predicate\program-142-small.res,[1-5], 2.909090909090909, 5.0, 2.0, 0, 3, 2887, 106272, 247844, 1100000, 32, 270, 11.0, 496571, 50, 0, 1, 1024, 22813, [5-200), [333333-666666), 10.111732, 2385.2842, 6589.6045, 9259.036, 886.1343,NaN, 7485.8506,NaN,null, false,null
\predicate\program-409-small.res,[1-5], 3.0319488817891376, 5.0, 1.0, 0, 123, 2005968, 2096263, 325731, 31300000, 949, 12717, 313.0, 650675, 1749, 0, 1, 424418, 334336, [200-400), [333333-666666), 121.12452, 57830.098, 12435.057, 11913.94, 14560.27,NaN, 27116.451,NaN,null, false,null
\rules\program-74-small.res,[1-5], 3.025, 5.0, 1.0, 0, 49, 358405, 1136953, 212813, 12000000, 363, 4829, 120.0, 425622, 670, 0, 1, 118501, 188402, [5-200), [333333-666666), 75.948784, 19875.736, 7341.322, 8026.856, 6114.907,NaN, 13532.178,NaN,null, false, 41646.13
