name,arity_profile,avg_arity,db_size,max_arity,min_arity,n_components,n_components_d,n_edges,n_edges_d,n_exist_vars,n_facts,n_nodes,n_nodes_d,n_predicates,n_rules,n_shapes,n_spacial_components,n_spacial_components_d,n_special_edges,n_special_edges_d,predicate_profile,rule_profile,t_component,t_graph,t_graph_d,t_parse,t_shapes,t_shapes_q,t_terminate_graph_d,terminates_graph,total_t
program30,[1-5],3.051428571,500000,5,1,0,164,1334639,2094166,93014,175000000,1068,14786,350,185861,2768,0,1,159151,325331, [200-400), [0-333333),205.57755,12205.09,8400.161,3884.9634,422655.47,62279.75,431261.22, false,447799.88
program33,[1-5],2.986338798,500000,5,1,0,1,2405949,6001280,307500,183000000,1093,14602,366,615427,2762,0,1,429362,958147, [200-400), [333333-666666),305.07074,67771.875,34013.574,11514.32,416447.72,64306.00,450766.38, false,531095.9
program3,[1-5],3.108823529,500000,5,1,0,6,2308521,6206268,290065,170000000,1057,14835,340,581104,2782,0,1,426461,997030, [200-400), [333333-666666),294.23257,69150.48,35451.645,11239.13,391581.22,67277.27,427327.1, false,508780.94
program15,[1-5],2.992346939,500000,5,1,0,6,2919166,8050703,418556,196000000,1173,15549,392,837508,2957,0,1,566607,1302126, [200-400), [666666-999999),297.29907,48011.637,37289.113,15527.626,459595.16,70830.09,497181.56, false,561681.75
program40,[1-5],2.983372922,500000,5,1,0,669,1025442,1316874,61025,210500000,1256,16654,421,121605,3181,0,1,105572,200745, [400-600], [0-333333),162.15373,7353.645,6530.3945,2514.9863,496684.50,76106.62,503377.06, false,513631.1
program44,[1-5],3.046511628,500000,5,1,0,60,2223113,3642456,163927,215000000,1310,17868,430,328791,3362,0,1,279606,572192, [400-600], [0-333333),185.74634,28798.924,14071.085,6680.809,481767.12,77745.09,496023.97, false,532238.44
program41,[1-5],2.981818182,500000,5,1,0,26,2669088,4833343,236079,220000000,1312,17297,440,472210,3312,0,1,370573,758655, [400-600], [333333-666666),232.6058,35277.367,21596.383,8974.266,504327.20,82502.72,526156.2, false,571225.3
program5,[1-5],2.995661605,500000,5,1,0,6,3760093,8940141,453984,230500000,1381,18070,461,907242,3490,0,1,655773,1433232, [400-600], [666666-999999),357.78632,92783.68,53490.16,16623.314,539682.75,82584.69,593530.7, false,704122.4
program20,[1-5],3.015521064,500000,5,1,0,16,2916610,5410057,256961,225500000,1360,18272,451,513504,3463,0,1,408855,853557, [400-600], [333333-666666),240.94585,39312.066,22895.336,9727.686,525484.60,84973.08,548620.9, false,598437.9
program26,[1-5],2.987012987,500000,5,1,0,21,3096615,5866724,287666,231000000,1380,18224,462,574189,3494,0,1,446265,922894, [400-600], [333333-666666),313.12073,65860.63,30691.373,10995.464,526558.40,87153.74,557562.9, false,635348.1
program38,[1-5],3.03131524,500000,5,1,0,264,1800512,2507801,111504,239500000,1452,19686,479,222675,3722,0,1,195459,386691, [400-600], [0-333333),216.57166,14358.434,8929.806,4370.156,531991.30,88034.77,541137.7, false,560409.94
program21,[1-5],3.01,500000,5,1,0,11,3966674,8042877,391478,250000000,1505,19735,500,783904,3772,0,1,608750,1276774, [400-600], [666666-999999),325.98053,72277.41,43269.35,13977.25,576324.94,90811.30,619920.25, false,707445.56
program45,[1-5],2.989795918,500000,5,1,0,1,3911529,8277629,414224,245000000,1465,19037,490,828186,3636,0,1,622684,1318706, [400-600], [666666-999999),383.6032,81268.45,49871.18,14323.944,553987.90,91153.95,604242.6, false,701298.1
program9,[1-5],3.021008403,500000,5,1,0,1,3681163,7706175,371253,238000000,1438,19181,476,743030,3663,0,1,570449,1226096, [400-600], [666666-999999),340.42694,57640.5,40786.957,13740.445,555381.50,91736.57,596508.9, false,669008.44
program6,[1-5],2.954198473,500000,5,1,0,78,2733358,4089602,197662,262000000,1548,19909,524,395597,3845,0,1,325760,636140, [400-600], [333333-666666),186.27132,25238.021,16782.738,7579.059,596469.40,92351.13,613438.4, false,646985.06
program16,[1-5],3,500000,5,1,0,55,2201822,3773085,179153,207000000,1242,16316,414,359020,3118,0,1,289217,588160, [400-600], [333333-666666),198.92635,33576.02,15589.327,7131.1235,478569.25,95234.99,494357.5, false,535839
program23,[1-5],3.005366726,500000,5,1,0,2952,592016,671850,30475,279500000,1680,21112,559,60648,4267,0,1,54996,103070, [400-600], [0-333333),94.93131,3380.2708,2379.5884,1479.3596,633082.40,106978.73,635556.9, false,640607.94
program27,[1-5],2.986135182,500000,5,1,0,66,3311969,5000990,233555,288500000,1723,22940,577,467398,4334,0,1,389777,777727, [400-600], [333333-666666),266.65146,40025.63,21432.43,8843.402,661450.06,123825.36,683149.1, false,732887.1
program18,[1-5],2.971571906,500000,5,1,0,1858,1022770,1201424,54752,299000000,1777,22861,598,109898,4438,0,1,96738,183129, [400-600], [0-333333),147.9685,5873.6016,5429.3306,2427.549,684874.00,134052.52,690451.3, false,699217.75
